CSIScontractID,idvpiid,piid,ILabel,CLabel,TLabel,CountOfTransactions
9886896,F3365799D0028,SD43,PBL-Announcement,NULL,NULL,4
9886897,F3365799D0028,SD44,PBL-Announcement,NULL,NULL,19
9886898,F3365799D0028,SD45,PBL-Announcement,NULL,NULL,16
9886899,F3365799D0028,SD46,PBL-Announcement,NULL,NULL,22
9886900,F3365799D0028,SD48,PBL-Announcement,NULL,NULL,25
9886901,F3365799D0028,SD49,PBL-Announcement,NULL,NULL,26
9886902,F3365799D0028,SD50,PBL-Announcement,NULL,NULL,32
9886903,F3365799D0028,SD51,PBL-Announcement,NULL,NULL,5
9886904,F3365799D0028,SD54,PBL-Announcement,NULL,NULL,19
9886905,F3365799D0028,SD55,PBL-Announcement,NULL,NULL,16
9886906,F3365799D0028,SD56,PBL-Announcement,NULL,NULL,25
9886907,F3365799D0028,SD58,PBL-Announcement,NULL,NULL,28
9886908,F3365799D0028,SD59,PBL-Announcement,NULL,NULL,30
9886909,F3365799D0028,SD60,PBL-Announcement,NULL,NULL,39
9886910,F3365799D0028,SD66,PBL-Announcement,NULL,NULL,31
9886910,F3365799D0028,SD66,PBL-Announcement,NULL,PBL-FPDSdescribed,1
9886911,F3365799D0028,SD68,PBL-Announcement,NULL,NULL,41
9886912,F3365799D0028,SD70,PBL-Announcement,NULL,NULL,82
9886912,F3365799D0028,SD70,PBL-Announcement,NULL,PBL-FPDSdescribed,2
9886913,F3365799D0028,SD76,PBL-Announcement,NULL,NULL,36
9886913,F3365799D0028,SD76,PBL-Announcement,NULL,PBL-FPDSdescribed,2
9886914,F3365799D0028,SD78,PBL-Announcement,NULL,NULL,45
9886915,F3365799D0028,SD80,PBL-Announcement,NULL,NULL,55
9886916,F3365799D0028,SD81,PBL-Announcement,NULL,NULL,49
9886916,F3365799D0028,SD81,PBL-Announcement,NULL,PBL-FPDSdescribed,1
9886917,F3365799D0028,SD82,PBL-Announcement,NULL,NULL,39
9886917,F3365799D0028,SD82,PBL-Announcement,NULL,PBL-FPDSdescribed,3
9886918,F3365799D0028,SD83,PBL-Announcement,NULL,NULL,51
9886918,F3365799D0028,SD83,PBL-Announcement,NULL,PBL-FPDSdescribed,4
9886919,F3365799D0028,SD85,PBL-Announcement,NULL,NULL,82
9886920,F3365799D0028,SD86,PBL-Announcement,NULL,NULL,57
9886921,F3365799D0028,SD87,PBL-Announcement,NULL,NULL,25
9886922,F3365799D0028,SD88,PBL-Announcement,NULL,NULL,105
9886923,F3365799D0028,SD89,PBL-Announcement,NULL,NULL,15
9886924,F3365799D0028,SD90,PBL-Announcement,NULL,NULL,37
9886924,F3365799D0028,SD90,PBL-Announcement,NULL,PBL-FPDSdescribed,3
9886925,F3365799D0028,SD91,PBL-Announcement,NULL,NULL,50
9886926,F3365799D0028,SD92,PBL-Announcement,NULL,NULL,53
9886926,F3365799D0028,SD92,PBL-Announcement,NULL,PBL-FPDSdescribed,1
9886927,F3365799D0028,SD93,PBL-Announcement,NULL,NULL,4
9886927,F3365799D0028,SD93,PBL-Announcement,NULL,PBL-FPDSdescribed,5
9886928,F3365799D0028,SD94,PBL-Announcement,NULL,NULL,11
9886929,F3365799D0028,SD95,PBL-Announcement,NULL,NULL,5
9886930,F3365799D0028,SD96,PBL-Announcement,NULL,NULL,24
9886931,F3365799D0028,SD97,PBL-Announcement,NULL,NULL,3
9886932,F3365799D0028,SD98,PBL-Announcement,NULL,NULL,24
9886933,F3365799D0028,SD99,PBL-Announcement,NULL,NULL,32
9886933,F3365799D0028,SD99,PBL-Announcement,NULL,PBL-FPDSdescribed,9
10060215,FA810606D0001,1,PBL-Announcement,NULL,NULL,6
10060216,FA810606D0001,2,PBL-Announcement,NULL,NULL,5
10060217,FA810606D0001,3,PBL-Announcement,NULL,NULL,16
10060218,FA810606D0001,4,PBL-Announcement,NULL,NULL,10
10060219,FA810606D0001,5,PBL-Announcement,NULL,NULL,28
10060220,FA810606D0001,6,PBL-Announcement,NULL,NULL,11
10060221,FA810606D0001,7,PBL-Announcement,NULL,NULL,2
10060222,FA810606D0001,8,PBL-Announcement,NULL,NULL,8
10060223,FA810606D0001,9,PBL-Announcement,NULL,NULL,13
10060224,FA810606D0001,10,PBL-Announcement,NULL,NULL,6
10060225,FA810606D0001,11,PBL-Announcement,NULL,NULL,15
10060226,FA810606D0001,12,PBL-Announcement,NULL,NULL,10
10060227,FA810606D0001,13,PBL-Announcement,NULL,NULL,21
10060228,FA810606D0001,14,PBL-Announcement,NULL,NULL,4
10060229,FA810606D0001,15,PBL-Announcement,NULL,NULL,10
10060230,FA810606D0001,16,PBL-Announcement,NULL,NULL,9
10060231,FA810606D0001,17,PBL-Announcement,NULL,NULL,25
10060232,FA810606D0001,18,PBL-Announcement,NULL,NULL,41
10060233,FA810606D0001,19,PBL-Announcement,NULL,NULL,36
10060234,FA810606D0001,20,PBL-Announcement,NULL,NULL,55
10060235,FA810606D0001,21,PBL-Announcement,NULL,NULL,16
10060236,FA810606D0001,22,PBL-Announcement,NULL,NULL,9
10060237,FA810606D0001,23,PBL-Announcement,NULL,NULL,10
10060238,FA810606D0001,24,PBL-Announcement,NULL,NULL,14
10060239,FA810606D0001,25,PBL-Announcement,NULL,NULL,23
10060240,FA810606D0001,26,PBL-Announcement,NULL,NULL,29
10060241,FA810606D0001,27,PBL-Announcement,NULL,NULL,35
10060242,FA810606D0001,28,PBL-Announcement,NULL,NULL,2
10060243,FA810606D0001,29,PBL-Announcement,NULL,NULL,24
10060244,FA810606D0001,30,PBL-Announcement,NULL,NULL,6
10060245,FA810606D0001,31,PBL-Announcement,NULL,NULL,24
10060246,FA810606D0001,32,PBL-Announcement,NULL,NULL,10
10060247,FA810606D0001,33,PBL-Announcement,NULL,NULL,2
10060248,FA810606D0001,34,PBL-Announcement,NULL,NULL,28
10060249,FA810606D0001,35,PBL-Announcement,NULL,NULL,23
10060250,FA810606D0001,36,PBL-Announcement,NULL,NULL,3
25660488,FA810606D0001,37,PBL-Announcement,NULL,NULL,19
25660489,FA810606D0001,38,PBL-Announcement,NULL,NULL,21
25660490,FA810606D0001,39,PBL-Announcement,NULL,NULL,3
27650913,FA810606D0001,40,PBL-Announcement,NULL,NULL,6
27585188,FA810606D0001,41,PBL-Announcement,NULL,NULL,10
27676425,FA810606D0001,42,PBL-Announcement,NULL,NULL,1
27585189,FA810606D0001,43,PBL-Announcement,NULL,NULL,1
27493944,FA810606D0001,44,PBL-Announcement,NULL,NULL,1
27676426,FA810606D0001,45,PBL-Announcement,NULL,NULL,1
27650914,FA810606D0001,46,PBL-Announcement,NULL,NULL,1
27627287,FA810606D0001,47,PBL-Announcement,NULL,NULL,3
27493945,FA810606D0001,48,PBL-Announcement,NULL,NULL,3
27650915,FA810606D0001,49,PBL-Announcement,NULL,NULL,1
27585190,FA810606D0001,50,PBL-Announcement,NULL,NULL,1
27493946,FA810606D0001,51,PBL-Announcement,NULL,NULL,1
27650916,FA810606D0001,52,PBL-Announcement,NULL,NULL,1
25660524,FA810613D0002,1,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,8
27676428,FA810613D0002,2,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,10
27597000,FA810613D0002,3,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,12
27585193,FA810613D0002,4,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
27676429,FA810613D0002,5,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,5
27493951,FA810613D0002,6,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,15
27585194,FA810613D0002,7,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,10
27676430,FA810613D0002,8,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
27597001,FA810613D0002,9,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,6
27607162,FA810613D0002,10,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
27627295,FA810613D0002,11,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,4
10078488,FA850406D0001,1,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,25
10078489,FA850406D0001,2,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,5
10078490,FA850406D0001,3,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,19
10078491,FA850406D0001,4,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,9
10078492,FA850406D0001,5,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078493,FA850406D0001,6,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,5
10078494,FA850406D0001,7,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078495,FA850406D0001,300,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,21
10078496,FA850406D0001,301,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078497,FA850406D0001,302,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078498,FA850406D0001,303,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078499,FA850406D0001,304,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078500,FA850406D0001,305,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078501,FA850406D0001,306,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078502,FA850406D0001,307,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078503,FA850406D0001,308,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078504,FA850406D0001,309,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078505,FA850406D0001,310,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078506,FA850406D0001,311,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078507,FA850406D0001,312,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078508,FA850406D0001,313,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078509,FA850406D0001,314,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078510,FA850406D0001,315,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,5
10078511,FA850406D0001,316,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078512,FA850406D0001,317,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078513,FA850406D0001,318,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078514,FA850406D0001,319,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078515,FA850406D0001,320,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078516,FA850406D0001,321,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078517,FA850406D0001,322,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078518,FA850406D0001,323,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,4
10078519,FA850406D0001,324,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078520,FA850406D0001,326,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078521,FA850406D0001,327,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,5
10078522,FA850406D0001,400,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,21
10078523,FA850406D0001,401,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,4
10078524,FA850406D0001,402,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,4
10078525,FA850406D0001,403,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078526,FA850406D0001,404,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078527,FA850406D0001,405,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,6
10078528,FA850406D0001,406,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078529,FA850406D0001,407,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078530,FA850406D0001,408,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078531,FA850406D0001,409,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078532,FA850406D0001,410,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078533,FA850406D0001,411,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078534,FA850406D0001,412,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078535,FA850406D0001,413,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,4
10078536,FA850406D0001,414,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078537,FA850406D0001,415,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078538,FA850406D0001,416,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078539,FA850406D0001,417,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,16
10078540,FA850406D0001,418,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078541,FA850406D0001,419,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,13
10078542,FA850406D0001,420,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,9
10078543,FA850406D0001,500,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,15
10078544,FA850406D0001,501,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078545,FA850406D0001,502,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078546,FA850406D0001,503,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078547,FA850406D0001,504,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078548,FA850406D0001,505,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078549,FA850406D0001,506,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078550,FA850406D0001,507,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078551,FA850406D0001,508,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078552,FA850406D0001,509,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078553,FA850406D0001,511,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078554,FA850406D0001,600,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,10
10078555,FA850406D0001,601,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078556,FA850406D0001,602,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078557,FA850406D0001,603,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078558,FA850406D0001,604,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078559,FA850406D0001,605,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078560,FA850406D0001,606,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,21
10078561,FA850406D0001,607,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078562,FA850406D0001,608,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078563,FA850406D0001,700,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,19
10078564,FA850406D0001,701,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078565,FA850406D0001,702,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078566,FA850406D0001,703,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,6
10078567,FA850406D0001,704,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078568,FA850406D0001,705,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078569,FA850406D0001,706,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078570,FA850406D0001,707,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078571,FA850406D0001,708,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078572,FA850406D0001,709,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078573,FA850406D0001,710,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078574,FA850406D0001,711,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
25662867,FA850406D0001,800,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,19
25662868,FA850406D0001,801,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
25662869,FA850406D0001,802,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
25662870,FA850406D0001,803,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
25662871,FA850406D0001,804,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
25662872,FA850406D0001,805,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
25662873,FA850406D0001,806,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
25662874,FA850406D0001,807,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
25662875,FA850406D0001,808,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,4
25662876,FA850406D0001,809,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
25662877,FA850406D0001,810,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
25662878,FA850406D0001,811,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
26378949,FA850406D0001,812,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
25662879,FA850406D0001,813,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
26378950,FA850406D0001,814,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
26378951,FA850406D0001,816,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
26378952,FA850406D0001,817,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
26378953,FA850406D0001,818,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
27677756,FA850406D0001,819,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
27652305,FA850406D0001,820,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
27677757,FA850406D0001,900,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,9
27652306,FA850406D0001,901,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
27587484,FA850406D0001,902,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
27677758,FA850406D0001,903,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
27652307,FA850406D0001,904,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
27495638,FA850406D0001,905,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
27677759,FA850406D0001,906,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
27652308,FA850406D0001,907,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
27495639,FA850406D0001,908,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
27609753,FA850406D0001,909,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078577,FA850407D0001,1,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,9
10078578,FA850407D0001,2,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078579,FA850407D0001,3,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078580,FA850407D0001,4,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078581,FA850407D0001,200,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,12
10078582,FA850407D0001,201,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078583,FA850407D0001,202,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078584,FA850407D0001,203,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078585,FA850407D0001,204,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078586,FA850407D0001,205,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078587,FA850407D0001,206,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078588,FA850407D0001,207,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078589,FA850407D0001,208,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,4
10078590,FA850407D0001,209,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078591,FA850407D0001,210,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078592,FA850407D0001,213,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078593,FA850407D0001,214,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,11
10078594,FA850407D0001,215,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078595,FA850407D0001,300,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,22
10078596,FA850407D0001,301,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078597,FA850407D0001,302,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,6
10078598,FA850407D0001,303,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,4
10078599,FA850407D0001,304,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,5
10078600,FA850407D0001,400,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,11
10078601,FA850407D0001,401,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078602,FA850407D0001,402,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,5
10078603,FA850407D0001,403,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078604,FA850407D0001,404,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078605,FA850407D0001,500,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,10
10078606,FA850407D0001,501,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,17
10078607,FA850407D0001,502,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,6
10078608,FA850407D0001,503,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078609,FA850407D0001,504,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
10078610,FA850407D0001,505,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078611,FA850407D0001,506,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078612,FA850407D0001,507,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078613,FA850407D0001,509,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078614,FA850407D0001,600,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,13
10078615,FA850407D0001,601,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078616,FA850407D0001,602,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,5
25662880,FA850407D0001,603,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
25662881,FA850407D0001,604,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
10078617,FA850407D0001,605,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,5
25662882,FA850407D0001,606,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
10078618,FA850407D0001,607,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,3
25662883,FA850407D0001,608,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
25662884,FA850407D0001,609,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
25662885,FA850407D0001,610,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2
25662886,FA850407D0001,611,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
25662887,FA850407D0001,612,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
25662888,FA850407D0001,613,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
25662889,FA850407D0001,614,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1
