CSIScontractID,idvpiid,piid,ILabel,CLabel,TLabel,CountOfTransactions
22622663,SPM7L107D7001,06PN,PBL-DLA-PBLLike,NULL,NULL,1
22622664,SPM7L107D7001,06PP,PBL-DLA-PBLLike,NULL,NULL,1
22622665,SPM7L107D7001,06PT,PBL-DLA-PBLLike,NULL,NULL,1
22622666,SPM7L107D7001,06PU,PBL-DLA-PBLLike,NULL,NULL,1
22622667,SPM7L107D7001,06PY,PBL-DLA-PBLLike,NULL,NULL,1
22622668,SPM7L107D7001,06QB,PBL-DLA-PBLLike,NULL,NULL,1
22622669,SPM7L107D7001,06QG,PBL-DLA-PBLLike,NULL,NULL,1
22622670,SPM7L107D7001,06QH,PBL-DLA-PBLLike,NULL,NULL,1
22622671,SPM7L107D7001,06QJ,PBL-DLA-PBLLike,NULL,NULL,1
22622672,SPM7L107D7001,06QL,PBL-DLA-PBLLike,NULL,NULL,1
22622673,SPM7L107D7001,06QY,PBL-DLA-PBLLike,NULL,NULL,1
22622674,SPM7L107D7001,06RB,PBL-DLA-PBLLike,NULL,NULL,1
22622675,SPM7L107D7001,06RE,PBL-DLA-PBLLike,NULL,NULL,1
22622676,SPM7L107D7001,06RF,PBL-DLA-PBLLike,NULL,NULL,1
22622677,SPM7L107D7001,06SG,PBL-DLA-PBLLike,NULL,NULL,1
22622678,SPM7L107D7001,06SH,PBL-DLA-PBLLike,NULL,NULL,1
22622679,SPM7L107D7001,06SK,PBL-DLA-PBLLike,NULL,NULL,1
22622680,SPM7L107D7001,06SU,PBL-DLA-PBLLike,NULL,NULL,1
22622681,SPM7L107D7001,06SV,PBL-DLA-PBLLike,NULL,NULL,1
22622682,SPM7L107D7001,06SW,PBL-DLA-PBLLike,NULL,NULL,1
22622683,SPM7L107D7001,06SX,PBL-DLA-PBLLike,NULL,NULL,1
22622684,SPM7L107D7001,06TD,PBL-DLA-PBLLike,NULL,NULL,1
22622685,SPM7L107D7001,06TL,PBL-DLA-PBLLike,NULL,NULL,1
22622686,SPM7L107D7001,06TQ,PBL-DLA-PBLLike,NULL,NULL,1
22622687,SPM7L107D7001,06UE,PBL-DLA-PBLLike,NULL,NULL,1
22622688,SPM7L107D7001,06UF,PBL-DLA-PBLLike,NULL,NULL,1
22622689,SPM7L107D7001,06UH,PBL-DLA-PBLLike,NULL,NULL,1
22622690,SPM7L107D7001,06UP,PBL-DLA-PBLLike,NULL,NULL,1
22622691,SPM7L107D7001,06UR,PBL-DLA-PBLLike,NULL,NULL,1
22622692,SPM7L107D7001,06US,PBL-DLA-PBLLike,NULL,NULL,1
22622693,SPM7L107D7001,06UT,PBL-DLA-PBLLike,NULL,NULL,1
22622694,SPM7L107D7001,06UY,PBL-DLA-PBLLike,NULL,NULL,1
22622695,SPM7L107D7001,06VJ,PBL-DLA-PBLLike,NULL,NULL,1
22622696,SPM7L107D7001,06VK,PBL-DLA-PBLLike,NULL,NULL,1
22622697,SPM7L107D7001,06VQ,PBL-DLA-PBLLike,NULL,NULL,1
22622698,SPM7L107D7001,06VU,PBL-DLA-PBLLike,NULL,NULL,1
22622699,SPM7L107D7001,06VV,PBL-DLA-PBLLike,NULL,NULL,1
22622700,SPM7L107D7001,06VZ,PBL-DLA-PBLLike,NULL,NULL,1
22622701,SPM7L107D7001,06WC,PBL-DLA-PBLLike,NULL,NULL,1
22622702,SPM7L107D7001,06WJ,PBL-DLA-PBLLike,NULL,NULL,1
22622703,SPM7L107D7001,06WR,PBL-DLA-PBLLike,NULL,NULL,1
22622704,SPM7L107D7001,06WT,PBL-DLA-PBLLike,NULL,NULL,1
22622705,SPM7L107D7001,06WW,PBL-DLA-PBLLike,NULL,NULL,1
22622706,SPM7L107D7001,06WX,PBL-DLA-PBLLike,NULL,NULL,1
22622707,SPM7L107D7001,06XS,PBL-DLA-PBLLike,NULL,NULL,1
22622708,SPM7L107D7001,06XU,PBL-DLA-PBLLike,NULL,NULL,1
22622709,SPM7L107D7001,06XV,PBL-DLA-PBLLike,NULL,NULL,1
22622710,SPM7L107D7001,06XW,PBL-DLA-PBLLike,NULL,NULL,1
22622711,SPM7L107D7001,06XZ,PBL-DLA-PBLLike,NULL,NULL,1
22622712,SPM7L107D7001,06YA,PBL-DLA-PBLLike,NULL,NULL,1
22622713,SPM7L107D7001,06YF,PBL-DLA-PBLLike,NULL,NULL,1
22622714,SPM7L107D7001,06YH,PBL-DLA-PBLLike,NULL,NULL,1
22622715,SPM7L107D7001,06YJ,PBL-DLA-PBLLike,NULL,NULL,1
22622716,SPM7L107D7001,06YK,PBL-DLA-PBLLike,NULL,NULL,1
22622717,SPM7L107D7001,06YQ,PBL-DLA-PBLLike,NULL,NULL,1
22622718,SPM7L107D7001,06YT,PBL-DLA-PBLLike,NULL,NULL,1
22622719,SPM7L107D7001,06YU,PBL-DLA-PBLLike,NULL,NULL,1
22622720,SPM7L107D7001,06YW,PBL-DLA-PBLLike,NULL,NULL,1
22622721,SPM7L107D7001,06YX,PBL-DLA-PBLLike,NULL,NULL,1
22622722,SPM7L107D7001,06YY,PBL-DLA-PBLLike,NULL,NULL,1
22622723,SPM7L107D7001,06YZ,PBL-DLA-PBLLike,NULL,NULL,1
22622724,SPM7L107D7001,06ZA,PBL-DLA-PBLLike,NULL,NULL,1
22622725,SPM7L107D7001,06ZC,PBL-DLA-PBLLike,NULL,NULL,1
22622726,SPM7L107D7001,06ZE,PBL-DLA-PBLLike,NULL,NULL,1
22622727,SPM7L107D7001,070C,PBL-DLA-PBLLike,NULL,NULL,1
22622728,SPM7L107D7001,070E,PBL-DLA-PBLLike,NULL,NULL,1
22622729,SPM7L107D7001,070F,PBL-DLA-PBLLike,NULL,NULL,1
22622730,SPM7L107D7001,070G,PBL-DLA-PBLLike,NULL,NULL,1
22622731,SPM7L107D7001,070M,PBL-DLA-PBLLike,NULL,NULL,1
22622732,SPM7L107D7001,070X,PBL-DLA-PBLLike,NULL,NULL,1
22622733,SPM7L107D7001,070Y,PBL-DLA-PBLLike,NULL,NULL,1
22622734,SPM7L107D7001,715,PBL-DLA-PBLLike,NULL,NULL,1
22622735,SPM7L107D7001,716,PBL-DLA-PBLLike,NULL,NULL,1
22622736,SPM7L107D7001,071B,PBL-DLA-PBLLike,NULL,NULL,1
22622737,SPM7L107D7001,071F,PBL-DLA-PBLLike,NULL,NULL,1
22622738,SPM7L107D7001,071W,PBL-DLA-PBLLike,NULL,NULL,1
22622739,SPM7L107D7001,071X,PBL-DLA-PBLLike,NULL,NULL,1
22622740,SPM7L107D7001,720,PBL-DLA-PBLLike,NULL,NULL,1
22622741,SPM7L107D7001,721,PBL-DLA-PBLLike,NULL,NULL,1
22622742,SPM7L107D7001,723,PBL-DLA-PBLLike,NULL,NULL,1
22622743,SPM7L107D7001,728,PBL-DLA-PBLLike,NULL,NULL,1
22622744,SPM7L107D7001,072F,PBL-DLA-PBLLike,NULL,NULL,1
22622745,SPM7L107D7001,072G,PBL-DLA-PBLLike,NULL,NULL,1
22622746,SPM7L107D7001,072M,PBL-DLA-PBLLike,NULL,NULL,1
22622747,SPM7L107D7001,072P,PBL-DLA-PBLLike,NULL,NULL,1
22622748,SPM7L107D7001,072Q,PBL-DLA-PBLLike,NULL,NULL,1
22622749,SPM7L107D7001,072Y,PBL-DLA-PBLLike,NULL,NULL,1
22622750,SPM7L107D7001,072Z,PBL-DLA-PBLLike,NULL,NULL,1
22622751,SPM7L107D7001,731,PBL-DLA-PBLLike,NULL,NULL,1
22622752,SPM7L107D7001,732,PBL-DLA-PBLLike,NULL,NULL,1
22622753,SPM7L107D7001,739,PBL-DLA-PBLLike,NULL,NULL,1
22622754,SPM7L107D7001,073B,PBL-DLA-PBLLike,NULL,NULL,1
22622755,SPM7L107D7001,073C,PBL-DLA-PBLLike,NULL,NULL,1
22622756,SPM7L107D7001,073D,PBL-DLA-PBLLike,NULL,NULL,1
22622757,SPM7L107D7001,073F,PBL-DLA-PBLLike,NULL,NULL,1
22622758,SPM7L107D7001,073G,PBL-DLA-PBLLike,NULL,NULL,1
22622759,SPM7L107D7001,073J,PBL-DLA-PBLLike,NULL,NULL,1
22622760,SPM7L107D7001,073L,PBL-DLA-PBLLike,NULL,NULL,1
22622761,SPM7L107D7001,073S,PBL-DLA-PBLLike,NULL,NULL,1
22622762,SPM7L107D7001,073V,PBL-DLA-PBLLike,NULL,NULL,1
22622763,SPM7L107D7001,073Y,PBL-DLA-PBLLike,NULL,NULL,1
22622764,SPM7L107D7001,749,PBL-DLA-PBLLike,NULL,NULL,1
22622765,SPM7L107D7001,074B,PBL-DLA-PBLLike,NULL,NULL,1
22622766,SPM7L107D7001,074J,PBL-DLA-PBLLike,NULL,NULL,1
22622767,SPM7L107D7001,074K,PBL-DLA-PBLLike,NULL,NULL,1
22622768,SPM7L107D7001,074L,PBL-DLA-PBLLike,NULL,NULL,1
22622769,SPM7L107D7001,074N,PBL-DLA-PBLLike,NULL,NULL,1
22622770,SPM7L107D7001,074P,PBL-DLA-PBLLike,NULL,NULL,1
22622771,SPM7L107D7001,074Q,PBL-DLA-PBLLike,NULL,NULL,1
22622772,SPM7L107D7001,074T,PBL-DLA-PBLLike,NULL,NULL,1
22622773,SPM7L107D7001,074U,PBL-DLA-PBLLike,NULL,NULL,1
22622774,SPM7L107D7001,074Y,PBL-DLA-PBLLike,NULL,NULL,1
22622775,SPM7L107D7001,075C,PBL-DLA-PBLLike,NULL,NULL,1
22622776,SPM7L107D7001,075J,PBL-DLA-PBLLike,NULL,NULL,1
22622777,SPM7L107D7001,075K,PBL-DLA-PBLLike,NULL,NULL,1
22622778,SPM7L107D7001,075Q,PBL-DLA-PBLLike,NULL,NULL,1
22622779,SPM7L107D7001,075S,PBL-DLA-PBLLike,NULL,NULL,1
22622780,SPM7L107D7001,075T,PBL-DLA-PBLLike,NULL,NULL,1
22622781,SPM7L107D7001,075X,PBL-DLA-PBLLike,NULL,NULL,1
22622782,SPM7L107D7001,769,PBL-DLA-PBLLike,NULL,NULL,1
22622783,SPM7L107D7001,076E,PBL-DLA-PBLLike,NULL,NULL,1
22622784,SPM7L107D7001,076J,PBL-DLA-PBLLike,NULL,NULL,1
22622785,SPM7L107D7001,076P,PBL-DLA-PBLLike,NULL,NULL,1
22622786,SPM7L107D7001,076X,PBL-DLA-PBLLike,NULL,NULL,1
22622787,SPM7L107D7001,076Y,PBL-DLA-PBLLike,NULL,NULL,1
22622788,SPM7L107D7001,778,PBL-DLA-PBLLike,NULL,NULL,1
22622789,SPM7L107D7001,077B,PBL-DLA-PBLLike,NULL,NULL,1
22622790,SPM7L107D7001,077C,PBL-DLA-PBLLike,NULL,NULL,1
22622791,SPM7L107D7001,077G,PBL-DLA-PBLLike,NULL,NULL,1
22622792,SPM7L107D7001,077H,PBL-DLA-PBLLike,NULL,NULL,1
22622793,SPM7L107D7001,077K,PBL-DLA-PBLLike,NULL,NULL,1
22622794,SPM7L107D7001,077L,PBL-DLA-PBLLike,NULL,NULL,1
22622795,SPM7L107D7001,077N,PBL-DLA-PBLLike,NULL,NULL,1
22622796,SPM7L107D7001,077Q,PBL-DLA-PBLLike,NULL,NULL,1
22622797,SPM7L107D7001,077R,PBL-DLA-PBLLike,NULL,NULL,1
22622798,SPM7L107D7001,780,PBL-DLA-PBLLike,NULL,NULL,1
22622799,SPM7L107D7001,781,PBL-DLA-PBLLike,NULL,NULL,1
22622800,SPM7L107D7001,788,PBL-DLA-PBLLike,NULL,NULL,1
22622801,SPM7L107D7001,789,PBL-DLA-PBLLike,NULL,NULL,1
22622802,SPM7L107D7001,078G,PBL-DLA-PBLLike,NULL,NULL,1
22622803,SPM7L107D7001,078J,PBL-DLA-PBLLike,NULL,NULL,1
22622804,SPM7L107D7001,078L,PBL-DLA-PBLLike,NULL,NULL,1
22622805,SPM7L107D7001,078P,PBL-DLA-PBLLike,NULL,NULL,1
22622806,SPM7L107D7001,078Q,PBL-DLA-PBLLike,NULL,NULL,1
22622807,SPM7L107D7001,078S,PBL-DLA-PBLLike,NULL,NULL,1
22622808,SPM7L107D7001,078Y,PBL-DLA-PBLLike,NULL,NULL,1
22622809,SPM7L107D7001,790,PBL-DLA-PBLLike,NULL,NULL,1
22622810,SPM7L107D7001,791,PBL-DLA-PBLLike,NULL,NULL,1
22622811,SPM7L107D7001,794,PBL-DLA-PBLLike,NULL,NULL,1
22622812,SPM7L107D7001,796,PBL-DLA-PBLLike,NULL,NULL,1
22622813,SPM7L107D7001,797,PBL-DLA-PBLLike,NULL,NULL,1
22622814,SPM7L107D7001,799,PBL-DLA-PBLLike,NULL,NULL,1
22622815,SPM7L107D7001,079E,PBL-DLA-PBLLike,NULL,NULL,1
22622816,SPM7L107D7001,079P,PBL-DLA-PBLLike,NULL,NULL,1
22622817,SPM7L107D7001,079R,PBL-DLA-PBLLike,NULL,NULL,1
22622818,SPM7L107D7001,079X,PBL-DLA-PBLLike,NULL,NULL,1
22622819,SPM7L107D7001,079Z,PBL-DLA-PBLLike,NULL,NULL,1
22622820,SPM7L107D7001,07AB,PBL-DLA-PBLLike,NULL,NULL,1
22622821,SPM7L107D7001,07AC,PBL-DLA-PBLLike,NULL,NULL,1
22622822,SPM7L107D7001,07AK,PBL-DLA-PBLLike,NULL,NULL,1
22622823,SPM7L107D7001,07AR,PBL-DLA-PBLLike,NULL,NULL,1
22622824,SPM7L107D7001,07AS,PBL-DLA-PBLLike,NULL,NULL,1
22622825,SPM7L107D7001,07AU,PBL-DLA-PBLLike,NULL,NULL,1
22622826,SPM7L107D7001,07AX,PBL-DLA-PBLLike,NULL,NULL,1
22622827,SPM7L107D7001,07BC,PBL-DLA-PBLLike,NULL,NULL,1
22622828,SPM7L107D7001,07BD,PBL-DLA-PBLLike,NULL,NULL,1
22622829,SPM7L107D7001,07BE,PBL-DLA-PBLLike,NULL,NULL,1
22622830,SPM7L107D7001,07BF,PBL-DLA-PBLLike,NULL,NULL,1
22622831,SPM7L107D7001,07BK,PBL-DLA-PBLLike,NULL,NULL,1
22622832,SPM7L107D7001,07BS,PBL-DLA-PBLLike,NULL,NULL,1
22622833,SPM7L107D7001,07BT,PBL-DLA-PBLLike,NULL,NULL,1
22622834,SPM7L107D7001,07BU,PBL-DLA-PBLLike,NULL,NULL,1
22622835,SPM7L107D7001,07BV,PBL-DLA-PBLLike,NULL,NULL,1
22622836,SPM7L107D7001,07BW,PBL-DLA-PBLLike,NULL,NULL,1
22622837,SPM7L107D7001,07CN,PBL-DLA-PBLLike,NULL,NULL,1
22622838,SPM7L107D7001,07CP,PBL-DLA-PBLLike,NULL,NULL,1
22622839,SPM7L107D7001,07CT,PBL-DLA-PBLLike,NULL,NULL,1
22622840,SPM7L107D7001,07CW,PBL-DLA-PBLLike,NULL,NULL,1
22622841,SPM7L107D7001,07CZ,PBL-DLA-PBLLike,NULL,NULL,1
22622842,SPM7L107D7001,07DA,PBL-DLA-PBLLike,NULL,NULL,1
22622843,SPM7L107D7001,07DC,PBL-DLA-PBLLike,NULL,NULL,1
22622844,SPM7L107D7001,07DD,PBL-DLA-PBLLike,NULL,NULL,1
22622845,SPM7L107D7001,07DG,PBL-DLA-PBLLike,NULL,NULL,1
22622846,SPM7L107D7001,07DJ,PBL-DLA-PBLLike,NULL,NULL,1
22622847,SPM7L107D7001,07DM,PBL-DLA-PBLLike,NULL,NULL,1
22622848,SPM7L107D7001,07DW,PBL-DLA-PBLLike,NULL,NULL,1
22622849,SPM7L107D7001,07EC,PBL-DLA-PBLLike,NULL,NULL,1
22622850,SPM7L107D7001,07EH,PBL-DLA-PBLLike,NULL,NULL,1
22622851,SPM7L107D7001,07EN,PBL-DLA-PBLLike,NULL,NULL,1
22622852,SPM7L107D7001,07ER,PBL-DLA-PBLLike,NULL,NULL,1
22622853,SPM7L107D7001,07EV,PBL-DLA-PBLLike,NULL,NULL,1
22622854,SPM7L107D7001,07EY,PBL-DLA-PBLLike,NULL,NULL,1
22622855,SPM7L107D7001,07EZ,PBL-DLA-PBLLike,NULL,NULL,1
22622856,SPM7L107D7001,07FD,PBL-DLA-PBLLike,NULL,NULL,1
22622857,SPM7L107D7001,07FE,PBL-DLA-PBLLike,NULL,NULL,1
22622858,SPM7L107D7001,07FG,PBL-DLA-PBLLike,NULL,NULL,1
22622859,SPM7L107D7001,07FJ,PBL-DLA-PBLLike,NULL,NULL,1
22622860,SPM7L107D7001,07FK,PBL-DLA-PBLLike,NULL,NULL,1
22622861,SPM7L107D7001,07FL,PBL-DLA-PBLLike,NULL,NULL,1
22622862,SPM7L107D7001,07FQ,PBL-DLA-PBLLike,NULL,NULL,1
22622863,SPM7L107D7001,07FR,PBL-DLA-PBLLike,NULL,NULL,1
22622864,SPM7L107D7001,07FS,PBL-DLA-PBLLike,NULL,NULL,1
22622865,SPM7L107D7001,07FT,PBL-DLA-PBLLike,NULL,NULL,1
22622866,SPM7L107D7001,07FW,PBL-DLA-PBLLike,NULL,NULL,1
22622867,SPM7L107D7001,07FY,PBL-DLA-PBLLike,NULL,NULL,1
22622868,SPM7L107D7001,07GA,PBL-DLA-PBLLike,NULL,NULL,1
22622869,SPM7L107D7001,07GC,PBL-DLA-PBLLike,NULL,NULL,1
22622870,SPM7L107D7001,07GE,PBL-DLA-PBLLike,NULL,NULL,1
22622871,SPM7L107D7001,07GF,PBL-DLA-PBLLike,NULL,NULL,1
22622872,SPM7L107D7001,07GG,PBL-DLA-PBLLike,NULL,NULL,1
22622873,SPM7L107D7001,07GH,PBL-DLA-PBLLike,NULL,NULL,1
22622874,SPM7L107D7001,07GJ,PBL-DLA-PBLLike,NULL,NULL,1
22622875,SPM7L107D7001,07GT,PBL-DLA-PBLLike,NULL,NULL,1
22622876,SPM7L107D7001,07GV,PBL-DLA-PBLLike,NULL,NULL,1
22622877,SPM7L107D7001,07GW,PBL-DLA-PBLLike,NULL,NULL,1
22622878,SPM7L107D7001,07HF,PBL-DLA-PBLLike,NULL,NULL,1
22622879,SPM7L107D7001,07HH,PBL-DLA-PBLLike,NULL,NULL,1
22622880,SPM7L107D7001,07HJ,PBL-DLA-PBLLike,NULL,NULL,1
22622881,SPM7L107D7001,07HL,PBL-DLA-PBLLike,NULL,NULL,1
22622882,SPM7L107D7001,07JA,PBL-DLA-PBLLike,NULL,NULL,1
22622883,SPM7L107D7001,07JB,PBL-DLA-PBLLike,NULL,NULL,1
22622884,SPM7L107D7001,07JK,PBL-DLA-PBLLike,NULL,NULL,1
22622885,SPM7L107D7001,07JM,PBL-DLA-PBLLike,NULL,NULL,1
22622886,SPM7L107D7001,07JP,PBL-DLA-PBLLike,NULL,NULL,1
22622887,SPM7L107D7001,07JQ,PBL-DLA-PBLLike,NULL,NULL,1
22622888,SPM7L107D7001,07JR,PBL-DLA-PBLLike,NULL,NULL,1
22622889,SPM7L107D7001,07JS,PBL-DLA-PBLLike,NULL,NULL,1
22622890,SPM7L107D7001,07JU,PBL-DLA-PBLLike,NULL,NULL,1
22622891,SPM7L107D7001,07JX,PBL-DLA-PBLLike,NULL,NULL,1
22622892,SPM7L107D7001,07JY,PBL-DLA-PBLLike,NULL,NULL,1
22622893,SPM7L107D7001,07JZ,PBL-DLA-PBLLike,NULL,NULL,1
22622894,SPM7L107D7001,07KB,PBL-DLA-PBLLike,NULL,NULL,1
22622895,SPM7L107D7001,07KC,PBL-DLA-PBLLike,NULL,NULL,1
22622896,SPM7L107D7001,07KF,PBL-DLA-PBLLike,NULL,NULL,1
22622897,SPM7L107D7001,07KG,PBL-DLA-PBLLike,NULL,NULL,1
22622898,SPM7L107D7001,07KJ,PBL-DLA-PBLLike,NULL,NULL,1
22622899,SPM7L107D7001,07KR,PBL-DLA-PBLLike,NULL,NULL,1
22622900,SPM7L107D7001,07KV,PBL-DLA-PBLLike,NULL,NULL,1
22622901,SPM7L107D7001,07KW,PBL-DLA-PBLLike,NULL,NULL,1
22622902,SPM7L107D7001,07KX,PBL-DLA-PBLLike,NULL,NULL,1
22622903,SPM7L107D7001,07KY,PBL-DLA-PBLLike,NULL,NULL,1
22622904,SPM7L107D7001,07KZ,PBL-DLA-PBLLike,NULL,NULL,1
22622905,SPM7L107D7001,07LA,PBL-DLA-PBLLike,NULL,NULL,1
22622906,SPM7L107D7001,07LB,PBL-DLA-PBLLike,NULL,NULL,1
22622907,SPM7L107D7001,07LC,PBL-DLA-PBLLike,NULL,NULL,1
22622908,SPM7L107D7001,07LD,PBL-DLA-PBLLike,NULL,NULL,1
22622909,SPM7L107D7001,07LE,PBL-DLA-PBLLike,NULL,NULL,1
22622910,SPM7L107D7001,07LH,PBL-DLA-PBLLike,NULL,NULL,1
22622911,SPM7L107D7001,07LJ,PBL-DLA-PBLLike,NULL,NULL,1
22622912,SPM7L107D7001,07LK,PBL-DLA-PBLLike,NULL,NULL,1
22622913,SPM7L107D7001,07LL,PBL-DLA-PBLLike,NULL,NULL,1
22622914,SPM7L107D7001,07LN,PBL-DLA-PBLLike,NULL,NULL,1
22622915,SPM7L107D7001,07LP,PBL-DLA-PBLLike,NULL,NULL,1
22622916,SPM7L107D7001,07LT,PBL-DLA-PBLLike,NULL,NULL,1
22622917,SPM7L107D7001,07LV,PBL-DLA-PBLLike,NULL,NULL,1
22622918,SPM7L107D7001,07LW,PBL-DLA-PBLLike,NULL,NULL,1
22622919,SPM7L107D7001,07LY,PBL-DLA-PBLLike,NULL,NULL,1
22622920,SPM7L107D7001,07MA,PBL-DLA-PBLLike,NULL,NULL,1
22622921,SPM7L107D7001,07ME,PBL-DLA-PBLLike,NULL,NULL,1
22622922,SPM7L107D7001,07MG,PBL-DLA-PBLLike,NULL,NULL,1
22622923,SPM7L107D7001,07ML,PBL-DLA-PBLLike,NULL,NULL,1
22622924,SPM7L107D7001,07MM,PBL-DLA-PBLLike,NULL,NULL,1
22622925,SPM7L107D7001,07MT,PBL-DLA-PBLLike,NULL,NULL,1
22622926,SPM7L107D7001,07MW,PBL-DLA-PBLLike,NULL,NULL,1
22622927,SPM7L107D7001,07MX,PBL-DLA-PBLLike,NULL,NULL,1
22622928,SPM7L107D7001,07MY,PBL-DLA-PBLLike,NULL,NULL,1
22622929,SPM7L107D7001,07NB,PBL-DLA-PBLLike,NULL,NULL,1
22622930,SPM7L107D7001,07NC,PBL-DLA-PBLLike,NULL,NULL,1
22622931,SPM7L107D7001,07NF,PBL-DLA-PBLLike,NULL,NULL,1
22622932,SPM7L107D7001,07NH,PBL-DLA-PBLLike,NULL,NULL,1
22622933,SPM7L107D7001,07NL,PBL-DLA-PBLLike,NULL,NULL,1
22622934,SPM7L107D7001,07NM,PBL-DLA-PBLLike,NULL,NULL,1
22622935,SPM7L107D7001,07NP,PBL-DLA-PBLLike,NULL,NULL,1
22622936,SPM7L107D7001,07NS,PBL-DLA-PBLLike,NULL,NULL,1
22622937,SPM7L107D7001,07NV,PBL-DLA-PBLLike,NULL,NULL,1
22622938,SPM7L107D7001,07PC,PBL-DLA-PBLLike,NULL,NULL,1
22622939,SPM7L107D7001,07PD,PBL-DLA-PBLLike,NULL,NULL,1
22622940,SPM7L107D7001,07PJ,PBL-DLA-PBLLike,NULL,NULL,1
22622941,SPM7L107D7001,07PQ,PBL-DLA-PBLLike,NULL,NULL,1
22622942,SPM7L107D7001,07PR,PBL-DLA-PBLLike,NULL,NULL,1
22622943,SPM7L107D7001,07PS,PBL-DLA-PBLLike,NULL,NULL,1
22622944,SPM7L107D7001,07PT,PBL-DLA-PBLLike,NULL,NULL,1
22622945,SPM7L107D7001,07PW,PBL-DLA-PBLLike,NULL,NULL,1
22622946,SPM7L107D7001,07QD,PBL-DLA-PBLLike,NULL,NULL,1
22622947,SPM7L107D7001,07QE,PBL-DLA-PBLLike,NULL,NULL,1
22622948,SPM7L107D7001,07QG,PBL-DLA-PBLLike,NULL,NULL,1
22622949,SPM7L107D7001,07QH,PBL-DLA-PBLLike,NULL,NULL,1
22622950,SPM7L107D7001,07QK,PBL-DLA-PBLLike,NULL,NULL,1
22622951,SPM7L107D7001,07QN,PBL-DLA-PBLLike,NULL,NULL,1
22622952,SPM7L107D7001,07QT,PBL-DLA-PBLLike,NULL,NULL,1
22622953,SPM7L107D7001,07RC,PBL-DLA-PBLLike,NULL,NULL,1
22622954,SPM7L107D7001,07RR,PBL-DLA-PBLLike,NULL,NULL,1
22622955,SPM7L107D7001,07RS,PBL-DLA-PBLLike,NULL,NULL,1
22622956,SPM7L107D7001,07RU,PBL-DLA-PBLLike,NULL,NULL,1
22622957,SPM7L107D7001,07RY,PBL-DLA-PBLLike,NULL,NULL,1
22622958,SPM7L107D7001,07RZ,PBL-DLA-PBLLike,NULL,NULL,1
22622959,SPM7L107D7001,07SB,PBL-DLA-PBLLike,NULL,NULL,1
22622960,SPM7L107D7001,07SE,PBL-DLA-PBLLike,NULL,NULL,1
22622961,SPM7L107D7001,07SK,PBL-DLA-PBLLike,NULL,NULL,1
22622962,SPM7L107D7001,07SL,PBL-DLA-PBLLike,NULL,NULL,1
22622963,SPM7L107D7001,07SP,PBL-DLA-PBLLike,NULL,NULL,1
22622964,SPM7L107D7001,07SQ,PBL-DLA-PBLLike,NULL,NULL,1
22622965,SPM7L107D7001,07SR,PBL-DLA-PBLLike,NULL,NULL,1
22622966,SPM7L107D7001,07SS,PBL-DLA-PBLLike,NULL,NULL,1
22622967,SPM7L107D7001,07ST,PBL-DLA-PBLLike,NULL,NULL,1
22622968,SPM7L107D7001,07SU,PBL-DLA-PBLLike,NULL,NULL,1
22622969,SPM7L107D7001,07SW,PBL-DLA-PBLLike,NULL,NULL,1
22622970,SPM7L107D7001,07SX,PBL-DLA-PBLLike,NULL,NULL,1
22622971,SPM7L107D7001,07SZ,PBL-DLA-PBLLike,NULL,NULL,1
22622972,SPM7L107D7001,07TA,PBL-DLA-PBLLike,NULL,NULL,1
22622973,SPM7L107D7001,07TB,PBL-DLA-PBLLike,NULL,NULL,1
22622974,SPM7L107D7001,07TD,PBL-DLA-PBLLike,NULL,NULL,1
22622975,SPM7L107D7001,07TF,PBL-DLA-PBLLike,NULL,NULL,1
22622976,SPM7L107D7001,07TH,PBL-DLA-PBLLike,NULL,NULL,1
22622977,SPM7L107D7001,07TQ,PBL-DLA-PBLLike,NULL,NULL,1
22622978,SPM7L107D7001,07TV,PBL-DLA-PBLLike,NULL,NULL,1
22622979,SPM7L107D7001,07UE,PBL-DLA-PBLLike,NULL,NULL,1
22622980,SPM7L107D7001,07UP,PBL-DLA-PBLLike,NULL,NULL,1
22622981,SPM7L107D7001,07UQ,PBL-DLA-PBLLike,NULL,NULL,1
22622982,SPM7L107D7001,07UR,PBL-DLA-PBLLike,NULL,NULL,1
22622983,SPM7L107D7001,07US,PBL-DLA-PBLLike,NULL,NULL,1
22622984,SPM7L107D7001,07UT,PBL-DLA-PBLLike,NULL,NULL,1
22622985,SPM7L107D7001,07UV,PBL-DLA-PBLLike,NULL,NULL,1
22622986,SPM7L107D7001,07VD,PBL-DLA-PBLLike,NULL,NULL,1
22622987,SPM7L107D7001,07VM,PBL-DLA-PBLLike,NULL,NULL,1
22622988,SPM7L107D7001,07VP,PBL-DLA-PBLLike,NULL,NULL,1
22622989,SPM7L107D7001,07VQ,PBL-DLA-PBLLike,NULL,NULL,1
22622990,SPM7L107D7001,07VV,PBL-DLA-PBLLike,NULL,NULL,1
22622991,SPM7L107D7001,07WV,PBL-DLA-PBLLike,NULL,NULL,1
22622992,SPM7L107D7001,07WW,PBL-DLA-PBLLike,NULL,NULL,1
22622993,SPM7L107D7001,07WY,PBL-DLA-PBLLike,NULL,NULL,1
22622994,SPM7L107D7001,07XD,PBL-DLA-PBLLike,NULL,NULL,1
22622995,SPM7L107D7001,07XK,PBL-DLA-PBLLike,NULL,NULL,1
22622996,SPM7L107D7001,07XP,PBL-DLA-PBLLike,NULL,NULL,1
