"","Fiscal.Year","ProductOrServiceArea","Customer","SubCustomer","Contracting.Agency.ID","MajorCommandID","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","MajorCommandCode","ContractingOfficeCode","MajorCommandName","MCC_StartFiscal_Year","MCC_EndFiscal_Year","ContractingOfficeName","Contracting.Department.ID","Contracting.Agency.Name","CSIS.Name","Summarized.Agency","SubCustomer.sum","SubCustomer.detail","SubCustomer.platform","SubCustomer.component","Subcustomer.Obsolete","ProductServiceOrRnDarea","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","ProductOrServicesCategory.Graph","ProductServiceOrRnDarea.sum","SupplyServiceFRC","SupplyServiceERS","Deflator.2005","Deflator.2011","Deflator.2012","Deflator.2013","Deflator.2014","Deflator.2015","Deflator.2016","Obligation.2013","Obligation.2014","Obligation.2015","Obligation.2016","LogOfAction.Obligation","Fiscal.Year.End","Fiscal.Year.Start","Graph","LengthSingleScore","pObligation","pObligationLS","JointScore","AddressCat","pObligationA"
"532566",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","5360","COIL, FLAT, LEAF, AND WIRE SPRINGS",0,1,1,0,2,"Not PBL","Not PBL",165627.58,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000162150976158244,0.00016562758,0.0001679672100499,0.000168064515474378,5.21913265638903,2014-09-30,2013-10-01,TRUE,1,4.78555415091566e-08,8.70822584480234e-08,5,"Outer edge [4-5]",1.27807265799121e-07
"532572",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","5306","BOLTS",0,1,1,0,2,"Not PBL","Not PBL",61262.28,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,5.99763548056409e-05,6.126228e-05,6.21276616665881e-05,6.21636529680365e-05,4.7871931559213,2014-09-30,2013-10-01,TRUE,1,1.7700793451704e-08,3.22099598392682e-08,5,"Outer edge [4-5]",4.72733134386204e-08
"532573",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","5365","BUSHINGS, RINGS, SHIMS AND SPACERS",0,1,1,0,2,"Not PBL","Not PBL",100563.74,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,9.8452857954719e-05,0.00010056374,0.000101984288123895,0.0001020433688483,5.00244141653906,2014-09-30,2013-10-01,TRUE,1,2.90563457721596e-08,5.28735467678742e-08,5,"Outer edge [4-5]",7.76004615169388e-08
"532581",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","6695","COMBINATION & MISC INSTRUMENTS",0,1,1,0,2,"Not PBL","Not PBL",1677252.5,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00164204615039871,0.0016772525,0.00170094511417856,0.00170193049213597,6.22459844787859,2014-09-30,2013-10-01,TRUE,1,4.84616309886836e-07,8.81851535158537e-07,5,"Outer edge [4-5]",1.29425942273467e-06
"532663",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","3655","GAS GENERATING & DISPENSING SYSTEM",0,1,1,0,2,"Not PBL","Not PBL",63339.55,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,6.20100218932373e-05,6.333955e-05,6.4234274867242e-05,6.42714865550482e-05,4.80167497357314,2014-09-30,2013-10-01,TRUE,1,1.83009886650297e-08,3.33021291688347e-08,5,"Outer edge [4-5]",4.88762481613673e-08
"532664",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","4235","HAZARDOUS MATERIAL SPILL CONTAINMENT AND CLEAN-UP EQUIPMENT AND MATERIAL",0,1,1,0,2,"Not PBL","Not PBL",1532728.6,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00150055587768449,0.0015327286,0.00155437969150843,0.00155528016235413,6.18546526120978,2014-09-30,2013-10-01,TRUE,1,4.42858352090706e-07,8.05864989851793e-07,5,"Outer edge [4-5]",1.18273690636617e-06
"532679",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","4320","POWER AND HAND PUMPS",0,1,1,0,2,"Not PBL","Not PBL",2251997.72,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00220472718736904,0.00225199772,0.00228380909789985,0.00228513213597159,6.35256794648485,2014-09-30,2013-10-01,TRUE,1,6.50680100306882e-07,1.18403618212256e-06,5,"Outer edge [4-5]",1.73776415243799e-06
"532680",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","4730","FITTINGS - HOSE PIPE & TUBE",0,1,1,0,2,"Not PBL","Not PBL",1820651.07,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00178243471433955,0.00182065107,0.00184636931060796,0.00184743893455099,6.26022672070217,2014-09-30,2013-10-01,TRUE,1,5.26049120889621e-07,9.57246414041733e-07,5,"Outer edge [4-5]",1.40491357315578e-06
"532681",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","4820","VALVES, NONPOWERED",0,1,1,0,2,"Not PBL","Not PBL",1839850.76,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.0018012313934641,0.00183985076,0.00186584021251405,0.00186692111618468,6.26478259652197,2014-09-30,2013-10-01,TRUE,1,5.31596575979878e-07,9.67341063536111e-07,5,"Outer edge [4-5]",1.4197291001537e-06
"532682",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","5120","HAND TOOLS, NONEDGED, NONPOWERED",0,1,1,0,2,"Not PBL","Not PBL",200456.77,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000196249084440095,0.00020045677,0.000203288391900156,0.000203406159309995,5.30202072820436,2014-09-30,2013-10-01,TRUE,1,5.79189002068765e-08,1.05394453344038e-07,5,"Outer edge [4-5]",1.54683366650791e-07
"532683",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","5180","SETS KITS & OUTFITS OF HAND TOOLS",0,1,1,0,2,"Not PBL","Not PBL",231528.86,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000226668956086936,0.00023152886,0.000234799401526206,0.000234935423642821,5.36460513339955,2014-09-30,2013-10-01,TRUE,1,6.68967026524068e-08,1.2173127219933e-07,5,"Outer edge [4-5]",1.78660284417532e-07
"532684",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","5330","PACKING AND GASKET MATERIALS",0,1,1,0,2,"Not PBL","Not PBL",2415444.26,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00236474290462269,0.00241544426,0.00244956445890983,0.0024509835210553,6.38299701994146,2014-09-30,2013-10-01,TRUE,1,6.97905463857433e-07,1.26997171193418e-06,5,"Outer edge [4-5]",1.86388840892792e-06
"532689",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","6685","PRESSURE TEMP HUMIDITY INSTRUMENTS",0,1,1,0,2,"Not PBL","Not PBL",11320748.59,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.0110831205449634,0.01132074859,0.0114806637658935,0.0114873146524607,7.05387514573538,2014-09-30,2013-10-01,TRUE,1,3.27095616601698e-06,5.95212678069363e-06,5,"Outer edge [4-5]",8.73570648129469e-06
"532690",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","9390","MISC FABRICATED NONMETAL MATERIALS",0,1,1,0,2,"Not PBL","Not PBL",14212.65,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,1.39143195311763e-05,1.421265e-05,1.44134157361697e-05,1.44217656012177e-05,4.15267506125453,2014-09-30,2013-10-01,TRUE,1,4.10652659436378e-09,7.47260607521585e-09,5,"Outer edge [4-5]",1.09672551893826e-08
"549285",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","4310","COMPRESSORS AND VACUUM PUMPS",2,0,1,0,2,"Not PBL","Not PBL",43762.76,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,4.28441582819658e-05,4.376276e-05,4.43809461038031e-05,4.44066565195332e-05,4.64110470397828,2014-09-30,2013-10-01,TRUE,1,1.26445763304352e-08,2.30092112480229e-08,5,"Outer edge [4-5]",3.37697302552096e-08
"549286",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","4810","VALVES, POWERED",2,0,1,0,2,"Not PBL","Not PBL",293919.02,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000287749516140213,0.00029391902,0.000298070875454442,0.000298243551496702,5.46822769091702,2014-09-30,2013-10-01,TRUE,1,8.49233796807309e-08,1.54534239179427e-07,5,"Outer edge [4-5]",2.26803931522499e-07
"549287",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","5342","HARDWARE, WEAPON SYSTEM",2,0,1,0,2,"Not PBL","Not PBL",88754.54,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,8.6891538833544e-05,8.875454e-05,9.00082731575394e-05,9.00604160324708e-05,4.94819057746255,2014-09-30,2013-10-01,TRUE,1,2.56442590847255e-08,4.66646061647186e-08,5,"Outer edge [4-5]",6.84878393118992e-08
"549381",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","5340","HARDWARE",2,0,1,0,2,"Other","All PBL",1815607.25,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00177749676658613,0.00181560725,0.00184125424237238,0.00184232090309488,6.25902190827918,2014-09-30,2013-10-01,TRUE,1,5.24591786686135e-07,9.54594517317738e-07,5,"Outer edge [4-5]",1.40102148680528e-06
"549500",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","5340","HARDWARE",2,0,1,0,2,"Not PBL","Not PBL",142695.32,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000139700075501997,0.00014269532,0.00014471101242666,0.000144794845256215,5.15440972972638,2014-09-30,2013-10-01,TRUE,1,4.12296177328823e-08,7.5025130087413e-08,5,"Outer edge [4-5]",1.10111484400911e-07
"549509",2014-01-01,"Other","Defense","DLA","97AS","ORG-2791","5340","HARDWARE",2,0,1,0,2,"Not PBL","Not PBL",3431.25,"DCSO",NA,"DLA CONTRACTING SERVICES OFFICE",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,3.3592263857443e-06,3.43125e-06,3.47971931657589e-06,3.48173515981735e-06,3.53545236179417,2014-09-30,2013-10-01,TRUE,1,9.91406907009652e-10,1.80405340281963e-09,5,"Outer edge [4-5]",2.64773946931564e-09
"549573",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","6605","NAVIGATIONAL INSTRUMENTS",2,0,1,0,2,"Not PBL","Not PBL",21169.28,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,2.07249264679662e-05,2.116928e-05,2.14683140354109e-05,2.14807508878742e-05,4.32570608724263,2014-09-30,2013-10-01,TRUE,1,6.11653782394791e-09,1.11302037505986e-08,5,"Outer edge [4-5]",1.63353699651714e-08
"549633",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","5340","HARDWARE",2,0,1,0,2,"Not PBL","Not PBL",2807665.36,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00274873109206623,0.00280766536,0.00284732601462236,0.00284897550481989,6.44834534385449,2014-09-30,2013-10-01,TRUE,1,8.11231717442839e-07,1.47619038154806e-06,5,"Outer edge [4-5]",2.16654758187317e-06
"549703",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","4810","VALVES, POWERED",2,0,1,0,2,"Not PBL","Not PBL",1915654.75,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00187544422067072,0.00191565475,0.00194271499816841,0.00194384043632674,6.28231724081737,2014-09-30,2013-10-01,TRUE,1,5.53498972851249e-07,1.00719663981496e-06,5,"Outer edge [4-5]",1.47822358940823e-06
"549704",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","5340","HARDWARE",2,0,1,0,2,"Not PBL","Not PBL",1591278.83,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00155787710974494,0.00159127883,0.00161375699316846,0.00161469186199899,6.20174628506485,2014-09-30,2013-10-01,TRUE,1,4.59775540412455e-07,8.36649031139188e-07,5,"Outer edge [4-5]",1.22791745424478e-06
"549741",2014-01-01,"Other","Defense","DLA","97AS","ORG-2774","5340","HARDWARE",2,0,1,0,2,"Not PBL","Not PBL",31500,"DLA DISTRIBUTION",NA,"DLA DISTRIBUTION",2005,2014,"DLA DISTRIBUTION","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,3.08387996068329e-05,3.15e-05,3.19449642177458e-05,3.19634703196347e-05,4.4983105537896,2014-09-30,2013-10-01,TRUE,1,9.10144045779353e-09,1.65618017308031e-08,5,"Outer edge [4-5]",2.4307116439619e-08
"549839",2014-01-01,"Other","Defense","DLA","97AS","ORG-2777","3590","MISC SERVICE & TRADE EQ",2,0,1,0,2,"Not PBL","Not PBL",836200.39,"DLA DISPOSITION SVCS",NA,"DLA DISPOSITION SERVICES",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000818648135186207,0.00083620039,0.00084801242975921,0.00084850369355657,5.92231036576738,2014-09-30,2013-10-01,TRUE,1,2.41607240011706e-07,4.39650319568262e-07,5,"Outer edge [4-5]",6.45257785605868e-07
"549860",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","5342","HARDWARE, WEAPON SYSTEM",2,0,1,0,2,"Not PBL","Not PBL",0,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0,0,0,0,0,2014-09-30,2013-10-01,TRUE,1,0,0,5,"Outer edge [4-5]",0
"549870",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","5340","HARDWARE",2,0,1,0,2,"Not PBL","Not PBL",2489841.4,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.0024375784122983,0.0024898414,0.00252501252161467,0.00252647529173009,6.39617168392363,2014-09-30,2013-10-01,TRUE,1,7.19401373061881e-07,1.30908760660144e-06,5,"Outer edge [4-5]",1.92129729606298e-06
"549892",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","5310","NUTS AND WASHERS",2,0,1,0,2,"Not PBL","Not PBL",3159095.48,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00309278452211338,0.00315909548,0.00320372038314421,0.00320557633688483,6.49956275215095,2014-09-30,2013-10-01,TRUE,1,9.12772044816021e-07,1.66096231709322e-06,5,"Outer edge [4-5]",2.43773021194394e-06
"549919",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","4310","COMPRESSORS AND VACUUM PUMPS",2,0,1,0,2,"Not PBL","Not PBL",279090.62,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000273232371502437,0.00027909062,0.000283033011727254,0.000283196976154236,5.44574524046321,2014-09-30,2013-10-01,TRUE,1,8.06389415955136e-08,1.46737889313236e-07,5,"Outer edge [4-5]",2.15361530080808e-07
"549920",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","5342","HARDWARE, WEAPON SYSTEM",2,0,1,0,2,"Not PBL","Not PBL",284657.88,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000278682771994473,0.00028465788,0.000288678913996806,0.000288846149162861,5.45432321060725,2014-09-30,2013-10-01,TRUE,1,8.22475157352932e-08,1.49664995862564e-07,5,"Outer edge [4-5]",2.19657531257622e-07
"549960",2014-01-01,"Other","Defense","DLA","97AS","ORG-2785","5340","HARDWARE",2,0,1,0,2,"Not PBL","Not PBL",180438.61,"DLA TROOP SUPT MED",NA,"DLA TROOP SUPPORT MEDICAL",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000176651115400809,0.00018043861,0.000182987458411105,0.000183093465246068,5.25632947287228,2014-09-30,2013-10-01,TRUE,1,5.21349608000644e-08,9.48694756635465e-08,5,"Outer edge [4-5]",1.39236263602318e-07
"550005",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","5310","NUTS AND WASHERS",2,0,1,0,2,"Not PBL","Not PBL",895919.52,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000877113731464442,0.00089591952,0.000908575143123175,0.000909101491628615,5.95226899895932,2014-09-30,2013-10-01,TRUE,1,2.58862164008094e-07,4.71048935142741e-07,5,"Outer edge [4-5]",6.91340320418018e-07
"550212",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","4810","VALVES, POWERED",2,0,1,0,2,"Not PBL","Not PBL",557723,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000546016121686402,0.000557723,0.000565601310425837,0.000565928970065956,5.74641855477866,2014-09-30,2013-10-01,TRUE,1,1.61145481791809e-07,2.93234849101864e-07,5,"Outer edge [4-5]",4.30369457208052e-07
