"","Fiscal.Year","ProductOrServiceArea","SubCustomer","Customer","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","SubCustomer.sum","SubCustomer.detail","SubCustomer.component","Subcustomer.Obsolete","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServicesCategory.Graph","Deflator.2013","Deflator.2012","Deflator.2011","Deflator.2005","Deflator.2014","Obligation.2013","Obligation.2014","LogOfAction.Obligation","Graph","pObligation","pObligationLS","LengthSingleScore","JointScore","AddressCat","pObligationA"
"107050",2014-09-30,"Fuels","DLA","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,0,0,2,"Not PBL","Not PBL",324637295.3197,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.317822999849793,0.3246372953197,8.51139841142713,TRUE,0.00010585273339471,0.000184232955431017,0,2,"No history [0-3]",0.000152503812780851
"107166",2014-09-30,"Fuels","Navy","Defense","9140","FUEL OILS",0,0,0,0,2,"Not PBL","Not PBL",1250833.5932,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.00122457798483141,0.0012508335932,6.09719953642241,TRUE,4.07852568916198e-07,7.09853035834019e-07,0,2,"No history [0-3]",5.87600053559822e-07
"107167",2014-09-30,"Fuels","Navy","Defense","9160","MISCELLANEOUS WAXES, OILS, AND FATS",0,0,0,0,2,"Not PBL","Not PBL",30094.4004,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,2.9462704229314e-05,3.00944004e-05,4.47848569487578,TRUE,9.8127189578687e-09,1.70786918433272e-08,0,2,"No history [0-3]",1.41373491909913e-08
"107240",2014-09-30,"Fuels","Navy","Defense","9110","FUELS, SOLID",0,0,0,0,2,"Not PBL","Not PBL",120740.3535,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.000118205954477608,0.0001207403535,5.08185244303373,TRUE,3.93691563886157e-08,6.85206305183902e-08,0,2,"No history [0-3]",5.67198055513751e-08
"107241",2014-09-30,"Fuels","Navy","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0,0,0,0,2,"Not PBL","Not PBL",624876.9532,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.00061176048059248,0.0006248769532,5.7957945072524,TRUE,2.0375026062991e-07,3.54620154641792e-07,0,2,"No history [0-3]",2.93546426291022e-07
"122696",2013-09-30,"Fuels","Army","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,1,0,0,"Not PBL","Not PBL",0,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0,0,0,TRUE,0,0,1,1,"No history [0-3]",0
"161202",2014-09-30,"Fuels","Army","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,1,0,2,"Not PBL","Not PBL",12441396.1262,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.0121802451417495,0.0124413961262,7.09486911796601,TRUE,4.05669898742747e-06,7.12664256024223e-06,1,3,"No history [0-3]",5.84455443942108e-06
"161613",2013-09-30,"Fuels","Army","Defense","9140","FUEL OILS",0,0,1,0,2,"Not PBL","Not PBL",33111397.7631,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0331113977631,0.0336258736296334,7.51997751442734,TRUE,1.09642074025306e-05,1.92614703127748e-05,1,3,"No history [0-3]",1.57963179540295e-05
"162586",2014-09-30,"Fuels","DLA","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,1,0,2,"Not PBL","Not PBL",7545101352.0286,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,7.38672598756997,7.5451013520286,9.87766507795271,TRUE,0.00246019053684458,0.004321961930259,1,3,"No history [0-3]",0.00354443787140709
"162587",2014-09-30,"Fuels","DLA","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",0,0,1,0,2,"Not PBL","Not PBL",10708458.4032,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.0104836826283934,0.0107084584032,7.02972695400902,TRUE,3.49164932299595e-06,6.13398646234873e-06,1,3,"No history [0-3]",5.03047788728309e-06
"162780",2014-09-30,"Fuels","Navy","Defense","9110","FUELS, SOLID",0,0,1,0,2,"Not PBL","Not PBL",3473247.7501,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.00340034258254658,0.0034732477501,6.54073576305846,TRUE,1.13250317633114e-06,1.98953517652271e-06,1,3,"No history [0-3]",1.63161636774091e-06
"162781",2014-09-30,"Fuels","Navy","Defense","9140","FUEL OILS",0,0,1,0,2,"Not PBL","Not PBL",202785.4779,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.0001985289116233,0.0002027854779,5.30703685059366,TRUE,6.61211679555441e-08,1.16158958588083e-07,1,3,"No history [0-3]",9.52618784169013e-08
"162782",2014-09-30,"Fuels","Navy","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0,0,1,0,2,"Not PBL","Not PBL",16557.8398,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,1.62102826512458e-05,1.65578398e-05,4.21900367640204,TRUE,5.39892559237741e-09,9.48461126286751e-09,1,3,"No history [0-3]",7.77832287700582e-09
"163950",2013-09-30,"Fuels","Navy","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0,0,1,0,2,"Not PBL","Not PBL",11051.1701,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,1.10511701e-05,1.12228801665482e-05,4.04340826363831,TRUE,3.65938405512063e-09,6.42865596691274e-09,1,3,"No history [0-3]",5.27213613610132e-09
"164543",2014-09-30,"Fuels","Air Force","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,1,0,2,"Not PBL","Not PBL",360969.2553,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.000353392334235696,0.0003609692553,5.55747021347861,TRUE,1.17699299790338e-07,2.06769307211637e-07,1,3,"No history [0-3]",1.6957136017198e-07
"164544",2014-09-30,"Fuels","Air Force","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",0,0,1,0,2,"Not PBL","Not PBL",21274.4492,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,2.0827888115065e-05,2.12744492e-05,4.32785832492597,TRUE,6.93684500133967e-09,1.21863650651834e-08,1,3,"No history [0-3]",9.99402922765675e-09
"164840",2013-09-30,"Fuels","Air Force","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,1,0,2,"Not PBL","Not PBL",340923.6495,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0003409236495,0.000346220828171017,5.53265712880619,TRUE,1.12890359636563e-07,1.98321158192999e-07,1,3,"No history [0-3]",1.62643039236225e-07
"164919",2014-09-30,"Fuels","Navy","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,1,0,2,"Not PBL","Not PBL",209304.7616,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.000204911352372646,0.0002093047616,5.32077910847764,TRUE,6.82468756587856e-08,1.19893314781507e-07,1,3,"No history [0-3]",9.8324421246033e-08
"165187",2014-09-30,"Fuels","DLA","Defense","9110","FUELS, SOLID",0,0,1,0,2,"Not PBL","Not PBL",0,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0,0,0,TRUE,0,0,1,3,"No history [0-3]",0
"165279",2013-09-30,"Fuels","Army","Defense","9110","FUELS, SOLID",0,0,1,0,2,"Not PBL","Not PBL",19968907.5625,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0199689075625,0.0202791790012186,7.30035430660553,TRUE,6.61232261119484e-06,1.16162574272922e-05,1,3,"No history [0-3]",9.52648436374382e-06
"165280",2013-09-30,"Fuels","Army","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0,0,1,0,2,"Not PBL","Not PBL",225710.7303,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0002257107303,0.000229217762059511,5.35355220595107,TRUE,7.47398004062442e-08,1.31299818934045e-07,1,3,"No history [0-3]",1.07678887099969e-07
"165676",2014-09-30,"Fuels","Other DoD","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,1,0,2,"Not PBL","Not PBL",21335.0498,"Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,2.08872166788572e-05,2.13350498e-05,4.32909366092113,TRUE,6.95660471240134e-09,1.22210781159339e-08,1,3,"No history [0-3]",1.00224973756177e-08
"165677",2014-09-30,"Fuels","Other DoD","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",0,0,1,0,2,"Not PBL","Not PBL",0,"Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0,0,0,TRUE,0,0,1,3,"No history [0-3]",0
"165704",2013-09-30,"Fuels","DLA","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,1,0,2,"Not PBL","Not PBL",5734727696.269,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,5.734727696269,5.82383233093226,9.75851280099659,TRUE,0.00189894562315944,0.0033359898625793,1,3,"No history [0-3]",0.00273584288764145
"165812",2013-09-30,"Fuels","Navy","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,1,0,2,"Not PBL","Not PBL",123678.193,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.000123678193,0.000125599871026709,5.09229313136191,TRUE,4.09536730803132e-08,7.19457348146723e-08,1,3,"No history [0-3]",5.90026453907368e-08
"166290",2013-09-30,"Fuels","Air Force","Defense","9110","FUELS, SOLID",0,0,1,0,2,"Not PBL","Not PBL",1760101.5301,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0017601015301,0.00178744950756576,6.24553772047914,TRUE,5.82824028257548e-07,1.02388137196889e-06,1,3,"No history [0-3]",8.39684376955472e-07
"166378",2013-09-30,"Fuels","DLA","Defense","9110","FUELS, SOLID",0,0,1,0,2,"Not PBL","Not PBL",0,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0,0,0,TRUE,0,0,1,3,"No history [0-3]",0
"166379",2013-09-30,"Fuels","DLA","Defense","9140","FUEL OILS",0,0,1,0,2,"Not PBL","Not PBL",109418442.3387,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.1094184423387,0.111118556249315,8.03909052794719,TRUE,3.62318288115369e-05,6.36505922780957e-05,1,3,"No history [0-3]",5.21998049609045e-05
"166380",2013-09-30,"Fuels","DLA","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0,0,1,0,2,"Not PBL","Not PBL",9939249.2336,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0099392492336,0.0100936825770285,6.99735358097491,TRUE,3.29119268242065e-06,5.78183244977974e-06,1,3,"No history [0-3]",4.74167663478277e-06
"166408",2014-09-30,"Fuels","Army","Defense","9110","FUELS, SOLID",0,0,1,0,2,"Not PBL","Not PBL",20464087.6825,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.0200345364818183,0.0204640876825,7.31099238796063,TRUE,6.67261478841609e-06,1.17221762537978e-05,1,3,"No history [0-3]",9.61334831720276e-06
"166409",2014-09-30,"Fuels","Army","Defense","9140","FUEL OILS",0,0,1,0,2,"Not PBL","Not PBL",338060118.8426,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.330964071747589,0.3380601188426,8.52899393980397,TRUE,0.000110229441124407,0.000193646565580424,1,3,"No history [0-3]",0.0001588094091958
"166410",2014-09-30,"Fuels","Army","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0,0,1,0,2,"Not PBL","Not PBL",145022.8095,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.000141978709860013,0.0001450228095,5.16143631437927,TRUE,4.72868059568993e-08,8.307152315584e-08,1,3,"No history [0-3]",6.81268964096094e-08
"166447",2013-09-30,"Fuels","Army","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,1,0,2,"Not PBL","Not PBL",2288649.1,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0022886491,0.00232420950543313,6.3595792109289,TRUE,7.57842468129795e-07,1.33134659585816e-06,1,3,"No history [0-3]",1.0918363859919e-06
"166670",2013-09-30,"Fuels","Other DoD","Defense","9110","FUELS, SOLID",0,0,1,0,2,"Not PBL","Not PBL",1538845.3349,"Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0015388453349,0.00156275549395755,6.18719497228443,TRUE,5.09559262130065e-07,8.95172832817108e-07,1,3,"No history [0-3]",7.34130596541739e-07
"166733",2014-09-30,"Fuels","Air Force","Defense","9140","FUEL OILS",0,0,1,0,2,"Not PBL","Not PBL",0,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0,0,0,TRUE,0,0,1,3,"No history [0-3]",0
"166755",2013-09-30,"Fuels","DLA","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",0,0,1,0,2,"Not PBL","Not PBL",16656469.1349,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0166564691349,0.0169152728088758,7.22158294438483,TRUE,5.51547184735325e-06,9.68935494819438e-06,1,3,"No history [0-3]",7.94623302612658e-06
"166869",2013-09-30,"Fuels","Navy","Defense","9140","FUEL OILS",0,0,1,0,2,"Not PBL","Not PBL",17825715.8447,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0178257158447,0.0181026869551132,7.25104697926223,TRUE,5.90264557896964e-06,1.03695258956806e-05,1,3,"No history [0-3]",8.50404073110021e-06
"167042",2013-09-30,"Fuels","Other DoD","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,1,0,2,"Not PBL","Not PBL",7395.76,"Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,7.39576e-06,7.51067330151315e-06,3.86898280941428,TRUE,2.44896476794787e-09,4.30224095943059e-09,1,3,"No history [0-3]",3.52826471741058e-09
"167075",2014-09-30,"Fuels","Air Force","Defense","9110","FUELS, SOLID",0,0,1,0,2,"Not PBL","Not PBL",4244495,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.00415540097578426,0.004244495,6.62782602632088,TRUE,1.38397961080756e-06,2.43131867251094e-06,1,3,"No history [0-3]",1.99392269514752e-06
"167446",2014-09-30,"Fuels","DLA","Defense","9140","FUEL OILS",0,0,1,0,2,"Not PBL","Not PBL",1300100234.3786,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,1.27281049513645,1.3001002343786,9.1139768365833,TRUE,0.00042391667710437,0.000744719448598842,1,3,"No history [0-3]",0.000610743884324071
"167447",2014-09-30,"Fuels","DLA","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0,0,1,0,2,"Not PBL","Not PBL",7336344.6773,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.00718235121745746,0.0073363446773,6.86547972723298,TRUE,2.39212237291828e-06,4.20238256892651e-06,1,3,"No history [0-3]",3.44637092315886e-06
"167448",2014-09-30,"Fuels","DLA","Defense","9160","MISCELLANEOUS WAXES, OILS, AND FATS",0,0,1,0,2,"Not PBL","Not PBL",19950,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,1.95312397509942e-05,1.995e-05,4.29994290002277,TRUE,6.50498898823319e-09,1.14276981164057e-08,1,3,"No history [0-3]",9.3718470084646e-09
"183567",2014-09-30,"Fuels","Army","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,0,1,2,"Not PBL","Not PBL",47820.6797,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,4.68169002644712e-05,4.78206797e-05,4.67961574467523,TRUE,8.01145009153476e-08,2.73924958061618e-08,1,3,"No history [0-3]",2.24645661147463e-08
"183814",2013-09-30,"Fuels","Army","Defense","9140","FUEL OILS",0,0,0,1,2,"Not PBL","Not PBL",98534,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,9.8534e-05,0.000100064994414543,4.99358611338616,TRUE,1.67639965322745e-07,5.73189247212637e-08,1,3,"No history [0-3]",4.70072089501733e-08
"184350",2014-09-30,"Fuels","DLA","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,0,1,2,"Not PBL","Not PBL",359915,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.000352360208269628,0.000359915,5.55619994690709,TRUE,6.02969484704905e-07,2.06165411908077e-07,1,3,"No history [0-3]",1.69076106067746e-07
"184459",2014-09-30,"Fuels","Navy","Defense","9140","FUEL OILS",0,0,0,1,2,"Not PBL","Not PBL",185760,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.000181860806824295,0.00018576,5.2689522023945,TRUE,3.1120573323919e-07,1.06406476295916e-07,1,3,"No history [0-3]",8.72638747013727e-08
"184460",2014-09-30,"Fuels","Navy","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0,0,0,1,2,"Not PBL","Not PBL",-216.31,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,-2.11769547395366e-07,-2.1631e-07,NA,TRUE,-3.6238647801986e-10,-1.23906034063143e-10,1,3,"No history [0-3]",-1.01615249443658e-10
"185120",2013-09-30,"Fuels","Navy","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0,0,0,1,2,"Not PBL","Not PBL",-12206.5303,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,-1.22065303e-05,-1.23961920381842e-05,NA,TRUE,-2.07674743357931e-08,-7.10074889249929e-09,1,3,"No history [0-3]",-5.82331906112328e-09
"185460",2014-09-30,"Fuels","Air Force","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,0,1,2,"Not PBL","Not PBL",776.34,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,7.60044244024402e-07,7.7634e-07,2.89005196324926,TRUE,1.30061078242309e-09,4.44700709558415e-10,1,3,"No history [0-3]",3.64698732157966e-10
"185618",2013-09-30,"Fuels","Air Force","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,0,1,2,"Not PBL","Not PBL",4140.48,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,4.14048e-06,4.20481364882705e-06,3.61705069118552,TRUE,7.04436969593765e-09,2.40858852203197e-09,1,3,"No history [0-3]",1.97528171508326e-09
"185669",2014-09-30,"Fuels","Navy","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,0,1,2,"Not PBL","Not PBL",11484,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,1.12429452280911e-05,1.1484e-05,4.06009318382447,TRUE,1.92392691673065e-08,6.57822983302269e-09,1,3,"No history [0-3]",5.39480155615075e-09
"185900",2013-09-30,"Fuels","Army","Defense","9110","FUELS, SOLID",0,0,0,1,2,"Not PBL","Not PBL",-144352.7188,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,-0.0001443527188,-0.000146595631969128,NA,TRUE,-2.45593244706152e-07,-8.39724625226516e-08,1,3,"No history [0-3]",-6.88657561365337e-08
"186193",2013-09-30,"Fuels","DLA","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,0,1,2,"Not PBL","Not PBL",275005540.3313,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.2750055403313,0.279278501402762,8.43934144332508,TRUE,0.000467878288151318,0.000159975458868819,1,3,"No history [0-3]",0.000131195758791978
"186237",2013-09-30,"Fuels","Navy","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,0,1,2,"Not PBL","Not PBL",10440,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,1.044e-05,1.06022138722454e-05,4.01870049866624,TRUE,1.77620033487878e-08,6.07312779436533e-09,1,3,"No history [0-3]",4.9805677374288e-09
"186566",2013-09-30,"Fuels","DLA","Defense","9140","FUEL OILS",0,0,0,1,2,"Not PBL","Not PBL",1405489.6567,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0014054896567,0.00142732777160556,6.14782765388893,TRUE,2.39121762346667e-06,8.17597538199018e-07,1,3,"No history [0-3]",6.70511153204013e-07
"186577",2014-09-30,"Fuels","Army","Defense","9140","FUEL OILS",0,0,0,1,2,"Not PBL","Not PBL",0,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0,0,0,TRUE,0,0,1,3,"No history [0-3]",0
"186599",2013-09-30,"Fuels","Army","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,0,1,2,"Not PBL","Not PBL",69925.4609,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,6.99254609e-05,7.10119436376561e-05,4.84463533762014,TRUE,1.18967075734802e-07,4.06768448396165e-08,1,3,"No history [0-3]",3.33590512053045e-08
"186860",2013-09-30,"Fuels","Navy","Defense","9140","FUEL OILS",0,0,0,1,2,"Not PBL","Not PBL",278640,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.00027864,0.00028296943231441,5.44504346145018,TRUE,4.74061744550407e-07,1.62089686649612e-07,1,3,"No history [0-3]",1.32929635474824e-07
"193916",2013-09-30,"Fuels","Navy","Defense","9140","FUEL OILS",0,0,1,2,0,"Not PBL","Not PBL",35000,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,3.5e-05,3.55438204529298e-05,4.54406804435028,TRUE,3.36742178887065e-08,2.93401241261397e-08,2,2,"No history [0-3]",1.66973056331425e-08
"232930",2014-09-30,"Fuels","Army","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,1,0,0,2,"Not PBL","Not PBL",19972.9099,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,1.95536687609977e-05,1.99729099e-05,4.30044134286013,TRUE,6.51245909586334e-09,1.13347057546506e-08,0,4,"Outer edge [4-5]",1.59034758056565e-08
"233316",2013-09-30,"Fuels","Army","Defense","9140","FUEL OILS",0,1,0,0,2,"Not PBL","Not PBL",229022.1503,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0002290221503,0.000232580634000203,5.35987748796369,TRUE,7.58363139372239e-08,1.31990434234242e-07,0,4,"Outer edge [4-5]",1.85192868951282e-07
"234197",2013-09-30,"Fuels","Air Force","Defense","9140","FUEL OILS",0,1,0,0,2,"Not PBL","Not PBL",5607.6499,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,5.6076499e-06,5.69478003452828e-06,3.74878089168393,TRUE,1.85686623634169e-09,3.23181030465857e-09,0,4,"Outer edge [4-5]",4.53448180315759e-09
"234199",2013-09-30,"Fuels","DLA","Defense","9160","MISCELLANEOUS WAXES, OILS, AND FATS",0,1,0,0,2,"Not PBL","Not PBL",0,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0,0,0,TRUE,0,0,0,4,"Outer edge [4-5]",0
"234339",2014-09-30,"Fuels","Navy","Defense","9140","FUEL OILS",0,1,0,0,2,"Not PBL","Not PBL",26571.02,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,2.60132813056873e-05,2.657102e-05,4.42440822629093,TRUE,8.66386929855258e-09,1.50791594619338e-08,0,4,"Outer edge [4-5]",2.11572362673911e-08
