"","Fiscal.Year","ProductOrServiceArea","Customer","SubCustomer","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","SubCustomer.sum","SubCustomer.detail","SubCustomer.platform","SubCustomer.component","Subcustomer.Obsolete","ProductServiceOrRnDarea","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","ProductOrServicesCategory.Graph","ProductServiceOrRnDarea.sum","SupplyServiceFRC","SupplyServiceERS","Deflator.2005","Deflator.2011","Deflator.2012","Deflator.2013","Deflator.2014","Deflator.2015","Deflator.2016","Obligation.2013","Obligation.2014","Obligation.2015","Obligation.2016","LogOfAction.Obligation","Fiscal.Year.End","Fiscal.Year.Start","Graph","LengthSingleScore","pObligation","pObligationLS","JointScore","AddressCat","pObligationA"
"36322",2011-01-01,"Fuels","Defense","Navy","9160","MISCELLANEOUS WAXES, OILS, AND FATS",-2,1,0,0,2,"Not PBL","Not PBL",3381,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,3.52907946500671e-06,3.54713365099788e-06,3.59599191825651e-06,3.59910581222057e-06,3.52904517076577,2011-09-30,2010-10-01,TRUE,0,1.15032677133223e-09,2.00190685008004e-09,2,"No history [0-3]",1.62737106092168e-09
"36323",2011-01-01,"Fuels","Defense","Air Force","9110","FUELS, SOLID",-2,1,0,0,2,"Not PBL","Not PBL",7234.58,"Air Force","Air Force","Air Force","Air Force",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,7.55143676898794e-06,7.59006866868862e-06,7.69461437798882e-06,7.70127741111348e-06,3.85941332343336,2011-09-30,2010-10-01,TRUE,0,2.46144071379614e-09,4.2836306594061e-09,2,"No history [0-3]",3.48220826084671e-09
"36324",2012-01-01,"Fuels","Defense","Air Force","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,1,0,0,2,"Not PBL","Not PBL",31112.38,"Air Force","Air Force","Air Force","Air Force",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,3.17397314719709e-05,3.20387665163761e-05,3.24416177691006e-05,3.24696096848257e-05,4.49293323455234,2012-09-30,2011-10-01,TRUE,0,1.03777613729336e-08,1.80603564993199e-08,2,"No history [0-3]",1.46814530934578e-08
"36325",2012-01-01,"Other","Defense","Army","5510","LUMBER & RELATED WOOD MATERIALS",-2,1,0,0,2,"Not PBL","Not PBL",12961.04,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,1.32223870111343e-05,1.33469613822347e-05,1.35147843260472e-05,1.3526445418493e-05,4.11263985092807,2012-09-30,2011-10-01,TRUE,0,4.32324946741609e-09,7.52372537883457e-09,2,"No history [0-3]",6.1161152185217e-09
"36326",2012-01-01,"Clothing & Subsistence","Defense","Army","8905","MEAT, POULTRY, AND FISH",-2,1,0,0,2,"Not PBL","Not PBL",96541.38,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,9.84880448597471e-05,9.94159473813556e-05,0.000100665990479079,0.000100752849092048,4.98471350250113,2012-09-30,2011-10-01,TRUE,0,3.22020817518204e-08,5.60410916727139e-08,2,"No history [0-3]",4.55563908015936e-08
"36327",2012-01-01,"Clothing & Subsistence","Defense","Army","8915","FRUITS AND VEGETABLES",-2,1,0,0,2,"Not PBL","Not PBL",5995.3,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,6.11618950700354e-06,6.17381302541398e-06,6.25144174155397e-06,6.25683573366729e-06,3.7778109197259,2012-09-30,2011-10-01,TRUE,0,1.9997760621061e-09,3.48019840720551e-09,2,"No history [0-3]",2.82908976205637e-09
"36328",2012-01-01,"Fuels","Defense","Army","9140","FUEL OILS",-2,1,0,0,2,"Not PBL","Not PBL",899779.03,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,0.00091792221605388,0.000926570396044962,0.000938220970813293,0.000939030505113755,5.954135867401,2012-09-30,2011-10-01,TRUE,0,3.00127861054334e-07,5.22310734582576e-07,2,"No history [0-3]",4.24591870612983e-07
"36329",2012-01-01,"Other","Defense","DLA","5510","LUMBER & RELATED WOOD MATERIALS",-2,1,0,0,2,"Not PBL","Not PBL",12560.2,"Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,1.28134644548006e-05,1.29341861728028e-05,1.30968189352103e-05,1.31081193905239e-05,4.09899655486335,2012-09-30,2011-10-01,TRUE,0,4.18954636052659e-09,7.29104265577746e-09,2,"No history [0-3]",5.92696499414216e-09
"36330",2011-01-01,"Other","Defense","Navy","9620","MINERALS, NATURAL AND SYNTHETIC",-2,1,0,0,2,"Not PBL","Not PBL",20083.2,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,2.09627946499919e-05,2.10700368351732e-05,2.13602558097395e-05,2.13787523951458e-05,4.3028329132348,2011-09-30,2010-10-01,TRUE,0,6.83296143567568e-09,1.18913622157727e-08,2,"No history [0-3]",9.66661298157415e-09
"36331",2011-01-01,"Other","Defense","DLA","5510","LUMBER & RELATED WOOD MATERIALS",-2,1,0,0,2,"Not PBL","Not PBL",2726,"Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,2.84539207974217e-06,2.85994863431536e-06,2.89934160578741e-06,2.90185224611454e-06,3.43552585149865,2011-09-30,2010-10-01,TRUE,0,9.27474350384994e-10,1.61407810509263e-09,2,"No history [0-3]",1.31210100919032e-09
"36332",2011-01-01,"Other","Defense","Other DoD","5530","PLYWOOD AND VENEER",-2,1,0,0,2,"Not PBL","Not PBL",5000,"Other DoD","Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,5.21898767377508e-06,5.24568715024827e-06,5.31794131655799e-06,5.32254630615286e-06,3.69897000433602,2011-09-30,2010-10-01,TRUE,0,1.70116351868121e-09,2.96052477089624e-09,2,"No history [0-3]",2.40664161626985e-09
"36333",2012-01-01,"Fuels","Defense","Navy","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,1,0,0,2,"Not PBL","Not PBL",23131.28,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,2.35977002017515e-05,2.38200253129114e-05,2.41195351904946e-05,2.41403464829889e-05,4.36419966569565,2012-09-30,2011-10-01,TRUE,0,7.71560723064295e-09,1.34274254520415e-08,2,"No history [0-3]",1.09152948862041e-08
"36334",2011-01-01,"Clothing & Subsistence","Defense","Navy","8910","DAIRY FOODS AND EGGS",-2,1,0,0,2,"Not PBL","Not PBL",1580330,"Navy","Navy","Navy","Navy",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,0.00164954455809939,0.00165798335483037,0.00168082044015922,0.00168227592080051,6.1987477845585,2011-09-30,2010-10-01,TRUE,0,5.37679948695494e-07,9.3572122223809e-07,2,"No history [0-3]",7.60657589087948e-07
"36335",2011-01-01,"Other","Defense","Navy","9650","NONFERROUS BASE METAL REFINERY",-2,1,0,0,2,"Not PBL","Not PBL",184677.22,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,0.00019276562696141,0.000193751783979515,0.000196420523693014,0.000196590611028316,5.26641332836694,2011-09-30,2010-10-01,TRUE,0,6.28332298790926e-08,1.09348296886051e-07,2,"No history [0-3]",8.88903766458047e-08
"36336",2012-01-01,"Fuels","Defense","DLA","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,1,0,0,2,"Not PBL","Not PBL",7241.28,"Other DoD","DLA","DLA","DLA",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,7.38729350545838e-06,7.45689269672406e-06,7.55065468855268e-06,7.5571696931747e-06,3.85981534075551,2012-09-30,2011-10-01,TRUE,0,2.41538178289788e-09,4.20347457543894e-09,2,"No history [0-3]",3.41704854005364e-09
"36337",2010-01-01,"Clothing & Subsistence","Defense","Navy","8945","FOOD, OILS AND FATS",-2,1,0,0,2,"Not PBL","Not PBL",1660660,"Navy","Navy","Navy","Navy",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.1211,0.980068188,0.957877649,0.938944724,0.9347806,0.918686686,0.9179,0.00176864511568415,0.00177652381746048,0.00180764565907729,0.00180919490140538,6.22028072502296,2010-09-30,2009-10-01,TRUE,0,5.78245108153782e-07,1.00631652838757e-06,2,"No history [0-3]",8.18045253384101e-07
"36338",2010-01-01,"Other","Defense","Navy","9410","CRUDE GRADES OF PLANT MATERIALS",-2,1,0,0,2,"Not PBL","Not PBL",11335,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1211,0.980068188,0.957877649,0.938944724,0.9347806,0.918686686,0.9179,1.20720631473509e-05,1.21258400099446e-05,1.23382652352926e-05,1.23488397428914e-05,4.05442152446254,2010-09-30,2009-10-01,TRUE,0,3.94686949822548e-09,6.8687135532096e-09,2,"No history [0-3]",5.58364924012668e-09
"36339",2010-01-01,"Other","Defense","Navy","9630","ADDITIVE METAL MATERIALS",-2,1,0,0,2,"Not PBL","Not PBL",7287.6,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1211,0.980068188,0.957877649,0.938944724,0.9347806,0.918686686,0.9179,7.76147925828273e-06,7.79605396175316e-06,7.93262829543172e-06,7.9394269528271e-06,3.86258452717019,2010-09-30,2009-10-01,TRUE,0,2.53755678476118e-09,4.41609500576712e-09,2,"No history [0-3]",3.58988991639587e-09
"36340",2012-01-01,"Other","Defense","Navy","5530","PLYWOOD AND VENEER",-2,1,0,0,2,"Not PBL","Not PBL",3349.52,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,3.41705987648633e-06,3.44925361614676e-06,3.4926240792237e-06,3.49563765393446e-06,3.5249825753093,2012-09-30,2011-10-01,TRUE,0,1.11725683711334e-09,1.94435543991176e-09,2,"No history [0-3]",1.58058691638501e-09
"36341",2012-01-01,"Clothing & Subsistence","Defense","DLA","8915","FRUITS AND VEGETABLES",-2,1,0,0,2,"Not PBL","Not PBL",2384.17,"Other DoD","DLA","DLA","DLA",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,2.43224451435502e-06,2.45515984200978e-06,2.48603070020862e-06,2.48817574619077e-06,3.37733721894978,2012-09-30,2011-10-01,TRUE,0,7.95257300550683e-10,1.3839815583052e-09,2,"No history [0-3]",1.12505311460677e-09
"36342",2012-01-01,"Fuels","Defense","Navy","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,1,0,0,2,"Not PBL","Not PBL",12655.89,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,1.29110839523945e-05,1.30327253899232e-05,1.31965971715369e-05,1.3207983719474e-05,4.10229269145381,2012-09-30,2011-10-01,TRUE,0,4.22146445826698e-09,7.34658953176123e-09,2,"No history [0-3]",5.9721196318302e-09
"36343",2012-01-01,"Clothing & Subsistence","Defense","Navy","8910","DAIRY FOODS AND EGGS",-2,1,0,0,2,"Not PBL","Not PBL",2423907.4,"Navy","Navy","Navy","Navy",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,0.00247278318112992,0.00249608044276639,0.00252746583123806,0.00252964662909622,6.38451602455481,2012-09-30,2011-10-01,TRUE,0,8.08512000280527e-07,1.40704863354522e-06,2,"No history [0-3]",1.14380458184122e-06
"36344",2012-01-01,"Other","Defense","Navy","9620","MINERALS, NATURAL AND SYNTHETIC",-2,1,0,0,2,"Not PBL","Not PBL",66746.4,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,6.80922775024204e-05,6.87338071021453e-05,6.95980569877166e-05,6.96581089542893e-05,4.82442784678123,2012-09-30,2011-10-01,TRUE,0,2.22637487618232e-08,3.87454697791106e-08,2,"No history [0-3]",3.14965984844994e-08
"36345",2012-01-01,"Clothing & Subsistence","Defense","Army","8910","DAIRY FOODS AND EGGS",-2,1,0,0,2,"Not PBL","Not PBL",7447.48,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,7.59765133181304e-06,7.66923240380133e-06,7.76566432728776e-06,7.77236485076184e-06,3.87200934560292,2012-09-30,2011-10-01,TRUE,0,2.48416129751872e-09,4.32317115635496e-09,2,"No history [0-3]",3.51435114525038e-09
"36346",2011-01-01,"Clothing & Subsistence","Defense","Army","8955","COFFEE, TEA, AND COCOA",-2,1,0,0,2,"Not PBL","Not PBL",51110.4,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,5.33489095203428e-05,5.36218337048098e-05,5.43604215731611e-05,5.44074941451991e-05,4.70850927984221,2011-09-30,2010-10-01,TRUE,0,1.73894295810408e-08,3.0262721050083e-08,2,"No history [0-3]",2.46008831328398e-08
"36347",2011-01-01,"Fuels","Defense","Army","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,1,0,0,2,"Not PBL","Not PBL",181611.51,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,0.000189565646421136,0.000190535432868837,0.000193159870518297,0.000193327134341069,5.25914336935622,2011-09-30,2010-10-01,TRUE,0,6.17901750769214e-08,1.07533074806974e-07,2,"No history [0-3]",8.74147635919218e-08
"36348",2011-01-01,"Other","Defense","Army","9660","PRECIOUS METALS PRIMARY FORMS",-2,1,0,0,2,"Not PBL","Not PBL",11088.17,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,1.15738045109445e-05,1.16330141777537e-05,1.17932474736038e-05,1.1803459655099e-05,4.04485987577206,2011-09-30,2010-10-01,TRUE,0,3.77255805858708e-09,6.56536038978171e-09,2,"No history [0-3]",5.33705027405498e-09
"36349",2012-01-01,"Other","Defense","Army","9610","ORES",-2,1,0,0,2,"Not PBL","Not PBL",6925,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,7.06463602088295e-06,7.13119530315278e-06,7.22086201862479e-06,7.22709246503861e-06,3.84041977773649,2012-09-30,2011-10-01,TRUE,0,2.30988428103427e-09,4.0198778993375e-09,2,"No history [0-3]",3.26780087772762e-09
"36350",2013-01-01,"Clothing & Subsistence","Defense","Army","8950","CONDIMENTS AND RELATED PRODUCTS",-2,1,0,0,2,"Not PBL","Not PBL",-146.78,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,-1.4678e-07,-1.4906590674862e-07,-1.51070534303442e-07,-1.5124162802679e-07,NA,2013-09-30,2012-10-01,TRUE,0,-4.83390327309516e-11,-8.412413164849e-11,2,"No history [0-3]",-6.8385388343341e-11
"36351",2013-01-01,"Other","Defense","Army","9620","MINERALS, NATURAL AND SYNTHETIC",-2,1,0,0,2,"Not PBL","Not PBL",30710,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,3.071e-05,3.11882681308769e-05,3.16076857096245e-05,3.16434827408552e-05,4.48727981644307,2013-09-30,2012-10-01,TRUE,0,1.0113719138626e-08,1.76008453667061e-08,2,"No history [0-3]",1.43079116775038e-08
"36352",2013-01-01,"Fuels","Defense","Air Force","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,1,0,0,2,"Not PBL","Not PBL",-7453.5896,"Air Force","Air Force","Air Force","Air Force",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,-7.4535896e-06,-7.56966952075271e-06,-7.67146589011156e-06,-7.68015414734673e-06,NA,2013-09-30,2012-10-01,TRUE,0,-2.45468941025671e-09,-4.27188140594233e-09,2,"No history [0-3]",-3.47265716955912e-09
"36353",2011-01-01,"Fuels","Defense","DLA","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,1,0,0,2,"Not PBL","Not PBL",24096.4,"Other DoD","DLA","DLA","DLA",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,2.51517629164708e-05,2.52804351694485e-05,2.56286482280616e-05,2.56508409623164e-05,4.38195216386452,2011-09-30,2010-10-01,TRUE,0,8.19838332230996e-09,1.42675978178848e-08,2,"No history [0-3]",1.1598279808457e-08
"36354",2013-01-01,"Other","Defense","Navy","9420","FIBERS VEGETABLE ANIMAL & SYNTHETIC",-2,1,0,0,2,"Not PBL","Not PBL",-23085,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,-2.3085e-05,-2.34445187170724e-05,-2.3759798912624e-05,-2.37867078825348e-05,NA,2013-09-30,2012-10-01,TRUE,0,-7.60257917014592e-09,-1.32307233894631e-08,2,"No history [0-3]",-1.075539371785e-08
"36355",2011-01-01,"Other","Defense","Navy","5510","LUMBER & RELATED WOOD MATERIALS",-2,1,0,0,2,"Not PBL","Not PBL",17493.6,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,1.82597765539903e-05,1.83531905463166e-05,1.86059876430678e-05,1.86220992122631e-05,4.24287919194019,2011-09-30,2010-10-01,TRUE,0,5.95189482608031e-09,1.03580472264301e-08,2,"No history [0-3]",8.42016515567566e-09
"36356",2013-01-01,"Fuels","Defense","Army","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,1,0,0,2,"Not PBL","Not PBL",6600,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,6.6e-06,6.70278637785047e-06,6.79292496527261e-06,6.80061823802164e-06,3.81954393554187,2013-09-30,2012-10-01,TRUE,0,2.17357689074997e-09,3.78266295735137e-09,2,"No history [0-3]",3.07496636507733e-09
"36357",2013-01-01,"Other","Defense","Army","9650","NONFERROUS BASE METAL REFINERY",-2,1,0,0,2,"Not PBL","Not PBL",-1500,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,-1.5e-06,-1.52336054042056e-06,-1.5438465830165e-06,-1.54559505409583e-06,NA,2013-09-30,2012-10-01,TRUE,0,-4.9399474789772e-10,-8.59696126670765e-10,2,"No history [0-3]",-6.9885599206303e-10
"36358",2012-01-01,"Fuels","Defense","Other DoD","9140","FUEL OILS",-2,1,0,0,2,"Not PBL","Not PBL",0,"Other DoD","Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,0,0,0,0,0,2012-09-30,2011-10-01,TRUE,0,0,0,2,"No history [0-3]",0
"36359",2014-01-01,"Other","Defense","Army","9620","MINERALS, NATURAL AND SYNTHETIC",-2,1,0,0,2,"Not PBL","Not PBL",13500,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,1.32166284029284e-05,1.35e-05,1.36906989504625e-05,1.36986301369863e-05,4.13033376849501,2014-09-30,2013-10-01,TRUE,0,4.37828221766884e-09,7.61949854734226e-09,2,"No history [0-3]",6.19397023102439e-09
"36360",2012-01-01,"Fuels","Defense","Air Force","9140","FUEL OILS",-2,1,0,0,2,"Not PBL","Not PBL",5015.96,"Air Force","Air Force","Air Force","Air Force",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,5.11710204986397e-06,5.1653126921014e-06,5.23026065717563e-06,5.23477353370904e-06,3.70035406453547,2012-09-30,2011-10-01,TRUE,0,1.67311005895981e-09,2.91170350151061e-09,2,"No history [0-3]",2.36695429467821e-09
"36361",2012-01-01,"Fuels","Defense","Air Force","9160","MISCELLANEOUS WAXES, OILS, AND FATS",-2,1,0,0,2,"Not PBL","Not PBL",39600,"Air Force","Air Force","Air Force","Air Force",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,4.03984962349407e-05,4.07791096035884e-05,4.12918607852046e-05,4.13274890419537e-05,4.59769518592551,2012-09-30,2011-10-01,TRUE,0,1.32088689572501e-08,2.29873162185943e-08,2,"No history [0-3]",1.86866302899659e-08
"36362",2012-01-01,"Other","Defense","Army","5530","PLYWOOD AND VENEER",-2,1,0,0,2,"Not PBL","Not PBL",-28071.61,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,-2.8637647244791e-05,-2.8907456084323e-05,-2.92709346499131e-05,-2.92961907743686e-05,NA,2012-09-30,2011-10-01,TRUE,0,-9.36349035123819e-09,-1.62952266625013e-08,2,"No history [0-3]",-1.32465605483361e-08
"36363",2012-01-01,"Clothing & Subsistence","Defense","Army","8945","FOOD, OILS AND FATS",-2,1,0,0,2,"Not PBL","Not PBL",467019.3,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,0.000476436298805421,0.000480925030850787,0.000486972119181911,0.00048739229805886,5.66933482855391,2012-09-30,2011-10-01,TRUE,0,1.5577769530825e-07,2.71098998214306e-07,2,"No history [0-3]",2.20379217105522e-07
"36364",2012-01-01,"Fuels","Defense","Army","9110","FUELS, SOLID",-2,1,0,0,2,"Not PBL","Not PBL",7404,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,7.55329459907832e-06,7.62445776527699e-06,7.72032669832461e-06,7.72698810269255e-06,3.86946641008087,2012-09-30,2011-10-01,TRUE,0,2.46965822624949e-09,4.29793154753717e-09,2,"No history [0-3]",3.49383360269968e-09
"36365",2012-01-01,"Fuels","Defense","Army","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,1,0,0,2,"Not PBL","Not PBL",41398.67,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,4.22334347001655e-05,4.26313358932522e-05,4.31673767255713e-05,4.32046232519307e-05,4.6169863889243,2012-09-30,2011-10-01,TRUE,0,1.38088284604657e-08,2.40314221797786e-08,2,"No history [0-3]",1.9535394969351e-08
"36366",2012-01-01,"Other","Defense","Army","9660","PRECIOUS METALS PRIMARY FORMS",-2,1,0,0,2,"Not PBL","Not PBL",485,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,4.94779562473391e-07,4.99441115094454e-07,5.05721022243036e-07,5.06157378417867e-07,2.68574173860226,2012-09-30,2011-10-01,TRUE,0,1.61775288996624e-10,2.8153657489945e-10,2,"No history [0-3]",2.28864032591754e-10
