"","Fiscal.Year","ProductOrServiceArea","Customer","SubCustomer","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","SubCustomer.sum","SubCustomer.detail","SubCustomer.platform","SubCustomer.component","Subcustomer.Obsolete","ProductServiceOrRnDarea","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","ProductOrServicesCategory.Graph","ProductServiceOrRnDarea.sum","SupplyServiceFRC","SupplyServiceERS","Deflator.2005","Deflator.2011","Deflator.2012","Deflator.2013","Deflator.2014","Deflator.2015","Deflator.2016","Obligation.2013","Obligation.2014","Obligation.2015","Obligation.2016","LogOfAction.Obligation","Fiscal.Year.End","Fiscal.Year.Start","Graph","LengthSingleScore","pObligation","pObligationLS","JointScore","AddressCat","pObligationA"
"35332",2007-01-01,"Other","Defense","Army","5530","PLYWOOD AND VENEER",-2,0,0,0,2,"Not PBL","Not PBL",815827,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0.000915333056067729,0.000915732815576562,0.000935371078301769,0.000936225613954556,5.91159807430416,2007-09-30,2006-10-01,TRUE,0,2.99231376883142e-07,5.20750588502329e-07,0,"No history [0-3]",4.23323611512065e-07
"35333",2006-01-01,"FRS&C","Defense","Army","S204","FUELING SERVICE",-2,0,0,0,2,"Not PBL","Not PBL",1164864,"Army","Army","Army","Army",FALSE,"FRS&C","FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C",TRUE,"Services (Non-R&D)","FRS&C","Other Services",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.0013432949742786,0.00134202349955425,0.00137080749095814,0.00137204240282686,6.0662752236476,2006-09-30,2005-10-01,TRUE,0,4.38524786355464e-07,7.63162081951878e-07,0,"No history [0-3]",6.20382455313328e-07
"35334",2007-01-01,"Clothing & Subsistence","Defense","Army","8920","BAKERY AND CEREAL PRODUCTS",-2,0,0,0,2,"Not PBL","Not PBL",48004,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,5.38590265135565e-05,5.38825487253269e-05,5.50380819006948e-05,5.50883635529034e-05,4.68127742707453,2007-09-30,2006-10-01,TRUE,0,1.76070453857232e-08,3.06414365428771e-08,0,"No history [0-3]",2.49087449263449e-08
"35335",2007-01-01,"Clothing & Subsistence","Defense","Army","8950","CONDIMENTS AND RELATED PRODUCTS",-2,0,0,0,2,"Not PBL","Not PBL",405764,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0.000455254854475601,0.000455453680963744,0.000465221070418163,0.000465646086756943,5.6082735131387,2007-09-30,2006-10-01,TRUE,0,1.48827288640375e-07,2.5900324675827e-07,0,"No history [0-3]",2.10546453968282e-07
"35336",2007-01-01,"Clothing & Subsistence","Defense","Army","8999","FOOD ITEMS FOR RESALE",-2,0,0,0,2,"Not PBL","Not PBL",4943,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,5.5458955098848e-06,5.54831760580974e-06,5.66730353377082e-06,5.67248106495295e-06,3.69399061046078,2007-09-30,2006-10-01,TRUE,0,1.81300777730251e-09,3.15516667009919e-09,0,"No history [0-3]",2.56486805622287e-09
"35337",2007-01-01,"Other","Defense","Army","9660","PRECIOUS METALS PRIMARY FORMS",-2,0,0,0,2,"Not PBL","Not PBL",1693992,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0.00190060745024899,0.00190143751521361,0.00194221461618035,0.00194398898324535,6.22891135501236,2007-09-30,2006-10-01,TRUE,0,6.21327264958169e-07,1.08129215007377e-06,0,"No history [0-3]",8.78993722091259e-07
"35338",2006-01-01,"PAMS","Defense","Army","V231","LODGING - HOTEL/MOTEL",-2,0,0,0,2,"Not PBL","Not PBL",-4900,"Army","Army","Army","Army",FALSE,"PAMS","PAMS","Services (Non-R&D)","Services","PAMS",TRUE,"Services (Non-R&D)","Other Services","Other Services",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,-5.65056982958109e-06,-5.64522137160718e-06,-5.76630122116821e-06,-5.77149587750294e-06,NA,2006-09-30,2005-10-01,TRUE,0,-1.84465435719687e-09,-3.21024102518766e-09,0,"No history [0-3]",-2.60963857672252e-09
"35339",2007-01-01,"Other","Defense","Army","9430","MISC CRUDE ANIMAL PRODS - INEDIBLE",-2,0,0,0,2,"Not PBL","Not PBL",17057,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,1.91374346979779e-05,1.91457927174382e-05,1.95563820302506e-05,1.9574248336011e-05,4.23190264945664,2007-09-30,2006-10-01,TRUE,0,6.25621558920673e-09,1.08876548435933e-08,0,"No history [0-3]",8.85068873861895e-09
"35340",2007-01-01,"Other","Defense","Army","9440","MISC CRUDE AGRI & FORESTRY PROD",-2,0,0,0,2,"Not PBL","Not PBL",103751,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0.000116405463290726,0.000116456301824877,0.000118953754588763,0.000119062428276337,5.01599229133487,2007-09-30,2006-10-01,TRUE,0,3.80540906135773e-08,6.62253079485052e-08,0,"No history [0-3]",5.38352469555288e-08
"35341",2006-01-01,"Other","Defense","DLA","9640","IRON & STEEL PRIMARY & SEMIFINISHED",-2,0,0,0,2,"Not PBL","Not PBL",31668,"Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,3.65188255843212e-05,3.64842592645013e-05,3.72667810350928e-05,3.73003533568905e-05,4.50062063626767,2006-09-30,2005-10-01,TRUE,0,1.19217375885123e-08,2.07473291399271e-08,0,"No history [0-3]",1.68657213158467e-08
"35342",2007-01-01,"Fuels","Defense","DLA","9110","FUELS, SOLID",-2,0,0,0,2,"Not PBL","Not PBL",69465,"Other DoD","DLA","DLA","DLA",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,7.79376151313266e-05,7.79716533456552e-05,7.96437871683977e-05,7.97165480835437e-05,4.84176604004958,2007-09-30,2006-10-01,TRUE,0,2.54785727797529e-08,4.43402089294842e-08,0,"No history [0-3]",3.60446205797131e-08
"35343",2007-01-01,"Fuels","Defense","DLA","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,0,2,"Not PBL","Not PBL",32762803.51,"Other DoD","DLA","DLA","DLA",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0.0367588680714843,0.0367749220170379,0.0375635751787299,0.0375978924833601,7.51538105721624,2007-09-30,2006-10-01,TRUE,0,1.20168354379656e-05,2.09128273626868e-05,0,"No history [0-3]",1.70002565557567e-05
"35344",2006-01-01,"Fuels","Defense","Navy","9110","FUELS, SOLID",-2,0,0,0,2,"Not PBL","Not PBL",82262,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,9.48626888410202e-05,9.47728980553367e-05,9.68056063379059e-05,9.68928150765607e-05,4.91519926411316,2006-09-30,2005-10-01,TRUE,0,3.09683585166794e-08,5.38940504518342e-08,0,"No history [0-3]",4.38110384894588e-08
"35345",2006-01-01,"Other","Defense","Navy","9650","NONFERROUS BASE METAL REFINERY",-2,0,0,0,2,"Not PBL","Not PBL",2489249,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.00287054597912549,0.00286782890899016,0.00292933868336566,0.00293197762073027,6.39606834133226,2006-09-30,2005-10-01,TRUE,0,9.37102859999582e-07,1.63083454320559e-06,0,"No history [0-3]",1.32572249336081e-06
"35346",2007-01-01,"Other","Defense","Navy","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",1348701.02,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0.00151320148310642,0.00151386235367986,0.0015463277476525,0.00154774044067019,6.12991568595419,2007-09-30,2006-10-01,TRUE,0,4.94680444773584e-07,8.60889440872503e-07,0,"No history [0-3]",6.9982604968505e-07
"35347",2006-01-01,"Other","Defense","DLA","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",10271061,"Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.0118443566131402,0.0118331455237308,0.0120869452218353,0.0120978339222615,7.01161530850915,2006-09-30,2005-10-01,TRUE,0,3.86664437279283e-06,6.72909824375613e-06,0,"No history [0-3]",5.47015449172862e-06
"35348",2007-01-01,"FRS&C","Defense","Army","S203","FOOD SERVICES",-2,0,0,0,2,"Not PBL","Not PBL",117543,"Army","Army","Army","Army",FALSE,"FRS&C","FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C",TRUE,"Services (Non-R&D)","FRS&C","Other Services",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0.000131879667391946,0.000131937264078433,0.000134766712375081,0.000134889832453523,5.0701967708332,2007-09-30,2006-10-01,TRUE,0,4.3112760098618e-08,7.50288804174528e-08,0,"No history [0-3]",6.09917632880042e-08
"35349",2007-01-01,"Clothing & Subsistence","Defense","Navy","8945","FOOD, OILS AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",3476540.04,"Navy","Navy","Navy","Navy",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0.00390057208128074,0.00390227560413403,0.00398596149180411,0.00398960298370438,6.54114723560598,2007-09-30,2006-10-01,TRUE,0,1.27513536933513e-06,2.21911051213298e-06,0,"No history [0-3]",1.80393819437098e-06
"35350",2007-01-01,"Other","Defense","Navy","9620","MINERALS, NATURAL AND SYNTHETIC",-2,0,0,0,2,"Not PBL","Not PBL",221830,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0.0002488865063641,0.000248995204227549,0.000254335007666676,0.000254567362864356,5.34602027920456,2007-09-30,2006-10-01,TRUE,0,8.13634463360338e-08,1.41596322562837e-07,0,"No history [0-3]",1.15105134718171e-07
"35351",2006-01-01,"Other","Defense","Other DoD","9620","MINERALS, NATURAL AND SYNTHETIC",-2,0,0,0,2,"Not PBL","Not PBL",10731,"Other DoD","Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,1.23747479267826e-05,1.23630348038197e-05,1.26281996743584e-05,1.26395759717314e-05,4.03064019486863,2006-09-30,2005-10-01,TRUE,0,4.03979304226115e-09,7.03042784516098e-09,0,"No history [0-3]",5.71510848302233e-09
"35352",2006-01-01,"Clothing & Subsistence","Defense","DLA","8905","MEAT, POULTRY, AND FISH",-2,0,0,0,2,"Not PBL","Not PBL",1282100,"Other DoD","DLA","DLA","DLA",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.00147848889357263,0.00147708945317093,0.00150877036646118,0.00151012956419317,6.10792190018628,2006-09-30,2005-10-01,TRUE,0,4.82659459461655e-07,8.39969391508797e-07,0,"No history [0-3]",6.82819922288969e-07
"35353",2006-01-01,"Clothing & Subsistence","Defense","DLA","8915","FRUITS AND VEGETABLES",-2,0,0,0,2,"Not PBL","Not PBL",317530,"Other DoD","DLA","DLA","DLA",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.000366168456732017,0.000365821865740087,0.000373668087093376,0.000374004711425206,5.5017847633885,2006-09-30,2005-10-01,TRUE,0,1.19537366947086e-07,2.08030169944457e-07,0,"No history [0-3]",1.69109905564633e-07
"35354",2006-01-01,"Clothing & Subsistence","Defense","DLA","8955","COFFEE, TEA, AND COCOA",-2,0,0,0,2,"Not PBL","Not PBL",196261,"Other DoD","DLA","DLA","DLA",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.000226323772514982,0.000226109549308775,0.000230959192646468,0.000231167255594817,5.29283400735574,2006-09-30,2005-10-01,TRUE,0,7.3884430366901e-08,1.2858063547844e-07,0,"No history [0-3]",1.04524546266559e-07
"35355",2006-01-01,"Fuels","Defense","DLA","9140","FUEL OILS",-2,0,0,0,2,"Not PBL","Not PBL",10787876.25,"Other DoD","DLA","DLA","DLA",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.0124403363394907,0.0124285611348477,0.012695131427385,0.0127065680212014,7.03293595592598,2006-09-30,2005-10-01,TRUE,0,4.06120467948227e-06,7.06769039028524e-06,0,"No history [0-3]",5.74539959651198e-06
"35356",2006-01-01,"Fuels","Defense","DLA","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,0,2,"Not PBL","Not PBL",20179135,"Other DoD","DLA","DLA","DLA",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.0232701247791926,0.0232480988086829,0.0237467287331874,0.0237681213191991,7.30490254580682,2006-09-30,2005-10-01,TRUE,0,7.59663863310487e-06,1.32203851081225e-05,0,"No history [0-3]",1.07469896205901e-05
"35357",2006-01-01,"Fuels","Defense","DLA","9160","MISCELLANEOUS WAXES, OILS, AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",214679,"Other DoD","DLA","DLA","DLA",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.00024756299600911,0.000247328669150053,0.000252633424461055,0.000252861012956419,5.331789563625,2006-09-30,2005-10-01,TRUE,0,8.08180719895239e-08,1.40647210825768e-07,0,"No history [0-3]",1.14333591839228e-07
"35358",2006-01-01,"Other","Defense","DLA","9660","PRECIOUS METALS PRIMARY FORMS",-2,0,0,0,2,"Not PBL","Not PBL",-23738,"Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,-2.73741278805298e-05,-2.73482173304513e-05,-2.7934787426141e-05,-2.79599528857479e-05,NA,2006-09-30,2005-10-01,TRUE,0,-8.93640921043659e-09,-1.55519798889602e-08,0,"No history [0-3]",-1.26423674559672e-08
"35359",2007-01-01,"Other","Defense","Other DoD","5530","PLYWOOD AND VENEER",-2,0,0,0,2,"Not PBL","Not PBL",17700,"Other DoD","Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,1.98588611217805e-05,1.98675342146131e-05,2.02936015674172e-05,2.03121413816846e-05,4.24797326636181,2007-09-30,2006-10-01,TRUE,0,6.49205698123698e-09,1.12980882178344e-08,0,"No history [0-3]",9.18433433039547e-09
"35360",2007-01-01,"Fuels","Defense","Air Force","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,0,2,"Not PBL","Not PBL",366593,"Air Force","Air Force","Air Force","Air Force",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0.000411306185040501,0.000411485817533201,0.000420310298271423,0.000420694285058527,5.56418416796281,2007-09-30,2006-10-01,TRUE,0,1.34460036436306e-07,2.3400000305314e-07,0,"No history [0-3]",1.90221055095066e-07
"35361",2007-01-01,"Fuels","Defense","Air Force","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",-2,0,0,0,2,"Not PBL","Not PBL",38897,"Air Force","Air Force","Air Force","Air Force",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,4.36412497770562e-05,4.36603095110624e-05,4.45966226083519e-05,4.46373651595134e-05,4.58991610688643,2007-09-30,2006-10-01,TRUE,0,1.42667536948686e-08,2.48283467462772e-08,0,"No history [0-3]",2.01832233022256e-08
"35362",2007-01-01,"Other","Defense","Air Force","9670","IRON AND STEEL SCRAP",-2,0,0,0,2,"Not PBL","Not PBL",0,"Air Force","Air Force","Air Force","Air Force",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0,0,0,0,0,2007-09-30,2006-10-01,TRUE,0,0,0,0,"No history [0-3]",0
"35363",2007-01-01,"Other","Defense","DLA","9660","PRECIOUS METALS PRIMARY FORMS",-2,0,0,0,2,"Not PBL","Not PBL",2241460.8,"Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0.00251485077610819,0.00251594910365616,0.00256990465560363,0.00257225246729401,6.35053114806795,2007-09-30,2006-10-01,TRUE,0,8.22129448294295e-07,1.43074699746993e-06,0,"No history [0-3]",1.16306923026416e-06
"35364",2006-01-01,"Other","Defense","DLA","9620","MINERALS, NATURAL AND SYNTHETIC",-2,0,0,0,2,"Not PBL","Not PBL",96120,"Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.000110843422861089,0.000110738505763037,0.000113113647628304,0.00011321554770318,4.98281376213186,2006-09-30,2005-10-01,TRUE,0,3.61853422068904e-08,6.29731361920486e-08,0,"No history [0-3]",5.11915224478712e-08
"35365",2006-01-01,"Unlabeled","Defense","Navy",":",NA,-2,0,0,0,2,"Not PBL","Not PBL",-2212,"Navy","Navy","Navy","Navy",FALSE,"Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",FALSE,"Unlabeled","Unlabeled","Unlabeled",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,-2.55082866592518e-06,-2.54841421918267e-06,-2.60307312269879e-06,-2.60541813898704e-06,NA,2006-09-30,2005-10-01,TRUE,0,-8.32729681248873e-10,-1.44919451994186e-09,0,"No history [0-3]",-1.17806541463474e-09
"35366",2006-01-01,"Clothing & Subsistence","Defense","Navy","8910","DAIRY FOODS AND EGGS",-2,0,0,0,2,"Not PBL","Not PBL",19847,"Navy","Navy","Navy","Navy",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,2.28871141648359e-05,2.28654507269975e-05,2.33558735380664e-05,2.337691401649e-05,4.29769486969307,2006-09-30,2005-10-01,TRUE,0,7.47160306679312e-09,1.30027864544693e-08,0,"No history [0-3]",1.0570101394329e-08
"35367",2006-01-01,"Clothing & Subsistence","Defense","Navy","8950","CONDIMENTS AND RELATED PRODUCTS",-2,0,0,0,2,"Not PBL","Not PBL",18827,"Navy","Navy","Navy","Navy",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,2.171087309827e-05,2.16903230129078e-05,2.21555414471294e-05,2.21755005889282e-05,4.27478112260591,2006-09-30,2005-10-01,TRUE,0,7.08761379243785e-09,1.23345322002466e-08,0,"No history [0-3]",1.00268705069296e-08
"35368",2006-01-01,"Fuels","Defense","Navy","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,0,2,"Not PBL","Not PBL",170923,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.000197104560608467,0.000196917994387595,0.000201141531352191,0.00020132273262662,5.23280050684591,2006-09-30,2005-10-01,TRUE,0,6.43456850398287e-08,1.11980413622072e-07,0,"No history [0-3]",9.10300519283967e-08
